76 100 100 0
-1 0 -0 0 8
73 33 2139.13 18 28
68 20 1827.22 26 13
17 43 -0 11 6
0 16 3211.19 30 15
75 42 1137.62 21 11
75 15 -0 19 10
35 36 1244.6 15 21
0 25 2546.82 16 29
0 32 3108.74 29 28
58 36 987.324 26 10
53 50 2227.59 37 16
0 21 1776.04 16 22
67 32 1373.62 12 29
67 48 22.2906 31 13
27 43 -0 8 18
73 37 2378.79 19 26
0 11 2514.33 20 20
75 49 705.435 13 3
67 33 4229.18 15 24
37 60 2329.42 22 19
51 45 1795.31 28 9
68 41 10 12 8
63 48 -0 6 11
51 37 2092.55 27 14
9 49 1119.65 14 22
0 15 2520.43 18 13
67 27 2252.31 17 24
73 37 1037.61 29 19
45 31 2536.28 13 26
75 26 654.918 22 11
51 61 -0 25 6
12 40 1151.29 28 7
73 30 3081.48 27 37
67 22 22.6663 19 18
0 30 -0 10 19
0 36 3798.69 12 28
36 46 -0 14 11
35 49 2165.92 24 17
0 39 46.1977 16 19
26 28 1111.31 33 12
43 49 653.239 15 15
43 48 3812.13 11 27
0 38 688.67 18 12
40 39 2582.91 17 22
0 24 2545.1 21 33
67 23 4760.74 27 14
0 43 424.875 19 10
30 36 622.739 20 25
6 43 925.35 5 19
32 57 -0 22 1
0 13 943.99 12 26
67 25 629.379 19 15
35 38 3534.81 22 37
8 40 2477.52 16 20
12 55 2761.88 7 30
6 55 2817.57 26 20
0 48 3125.94 14 21
0 30 4771.16 21 31
75 52 3748.13 24 30
37 62 704.87 13 16
6 44 3562.81 15 18
73 30 2538.43 18 16
6 29 -0 11 0
4 61 -0 28 14
58 55 2196.92 9 18
75 44 3599.1 37 27
75 12 2569.82 30 12
0 8 2261.49 10 15
36 45 1349.99 8 16
-1 59 59 11 17
36 60 -0 3 12
58 35 -0 1 5
68 23 1306.08 6 27
2 31 1254.26 10 21
0 4 -0 20 22

Temps: 0.01 seconds
Valeur OPT: 14906.2
