31 240 500 0
-1 0 -0 11 129
0 600 4975 7 9
1 975 -0 14 14
4 4325 -0 27 5
2 1725 -0 47 59
1 975 283862 24 0
0 600 10825 36 0
2 1725 1575 52 0
7 4575 289662 50 69
7 4575 -0 17 31
6 5350 286062 28 0
4 4325 -0 53 49
9 5475 150 33 29
10 6900 2975 49 32
11 7250 -0 5 0
9 5475 10400 63 88
22 8250 -0 10 0
12 7275 1575 28 19
16 8775 569400 39 0
17 8800 -0 28 23
10 8800 725 14 0
10 15000 -0 24 0
23 7850 -0 8 0
24 7600 -0 5 0
14 7500 -0 2 0
-1 12750 12750 59 232
27 11675 285312 20 0
17 8800 -0 52 44
21 16300 2975 13 0
27 11675 -0 10 0
3 5775 579150 36 24

Temps: 0.00 seconds
Valeur OPT: 1.1591e+06
