48 15 15 23
14 1249 104.546 0 1
23 1453 176.562 1 1
28 2030 350.266 1 1
14 1557 376.691 1 1
25 3176 313.975 1 1
47 2426 164.968 1 1
15 2126 14.9928 1 1
13 2260 186.946 1 1
1 2876 325.373 1 1
1 2228 281.781 1 1
13 2545 268.543 1 1
13 1778 224.846 1 1
20 2146 229.286 1 1
23 791 231.787 1 1
23 391 90.4953 1 1
13 1366 140.946 1 1
23 2974 334.521 1 1
42 2823 391.769 1 1
7 2411 90.4953 1 1
6 2257 345.992 1 1
15 1745 164.518 1 1
23 787 110.781 1 1
12 2731 208.042 1 1
-1 0 151.034 1 1
13 2701 102.667 1 0
28 2742 516.08 1 1
19 2464 157.368 1 1
11 2611 192.589 1 1
23 1420 193.853 1 1
6 2374 130.676 1 1
45 2981 206.392 1 1
38 2068 193.853 1 1
45 2671 60.5589 1 1
14 774 249.853 1 1
4 4810 575.341 1 1
45 2426 155.183 1 1
6 2501 113.497 1 1
45 2776 227.067 1 1
21 1504 210.402 1 1
15 1742 196.975 1 1
14 1430 176.175 1 1
22 4206 255.712 1 1
13 2130 386.058 1 1
14 2230 60.5589 1 1
10 3778 568.065 1 1
15 1691 89.0862 1 1
39 2989 274.196 1 1
0 2163 193.853 1 1

Temps: 0.00 seconds
Valeur OPT: 1350.67
