30 4500 4500 0
-1 0 15.6667 0 125
3 96 -0 300 500
29 131 112.667 3100 100
20 66 16 125 300
3 81 -0 100 400
24 114 -0 200 300
29 86 -0 150 300
8 88 -0 150 125
18 56 7 450 150
12 63 -0 300 150
11 58 -0 100 200
23 49 -0 950 100
11 51 -0 125 550
15 68 86.6667 150 3100
8 61 31.3333 150 1500
0 43 -0 550 150
15 61 -0 150 150
9 67 -0 100 450
23 23 6.66667 150 950
0 30 -0 400 100
0 23 -0 300 800
18 79 96.3333 1500 300
20 54 -0 100 100
0 20 58 300 150
29 83 -0 500 150
29 81 56.3333 800 150
18 100 56.6667 300 300
29 86 -0 100 100
23 119 1.66667 150 1000
20 71 -0 1000 0

Temps: 0.00 seconds
Valeur OPT: 205.667
