76 180 180 17
26 18 2.34146 0 25
51 30 3.01709 18 19
17 27 4.40619 26 11
17 16 3.42151 11 20
68 31 4.53946 30 13
17 45 3.35616 21 14
17 11 4.46882 19 26
17 31 2.73841 15 12
17 32 2.63232 16 0
39 29 3.86723 29 7
58 46 5.97517 26 22
14 45 7.40312 37 30
17 18 3.99552 16 28
34 37 2.74811 12 19
17 34 9.35866 31 12
45 42 3.55245 8 19
51 35 5.98415 19 37
-1 0 3.29676 20 9
17 38 4.79105 13 31
35 50 4.59682 15 10
45 51 3.93423 22 18
45 46 4.28881 28 29
1 41 2.61231 12 19
49 39 2.7532 6 19
49 41 6.76044 27 10
40 46 5.72073 14 14
17 9 3.14974 18 15
45 34 2.48073 17 33
2 39 3.60406 29 18
45 39 3.39665 13 22
75 29 2.45115 22 13
39 45 5.71001 25 11
17 27 1.55334 28 8
6 36 1.89406 27 6
26 24 3.11405 19 6
26 33 2.94558 10 5
17 44 4.89184 12 30
5 53 3.38751 14 21
26 30 4.25374 24 12
17 23 4.24576 16 26
17 19 5.69115 33 28
51 42 4.43624 15 27
17 43 6.29217 11 16
1 43 2.87495 18 18
3 21 4.03298 17 16
17 27 3.83225 21 17
26 24 3.86567 27 26
30 42 4.61515 19 21
30 38 1.92595 20 3
17 28 3.67448 5 18
44 33 4.13781 22 20
17 11 4.58717 12 37
34 32 2.81824 19 8
7 44 4.32686 22 27
17 45 9.04928 16 12
18 53 8.40152 7 22
23 54 6.23094 26 10
75 44 2.7351 14 15
72 35 2.93066 21 17
8 59 7.24957 24 20
74 65 4.15089 13 13
26 51 4.88911 15 28
51 44 4.97373 18 21
33 45 1.37961 11 1
42 54 10.5925 28 29
17 40 2.76048 9 24
17 49 8.91521 37 24
26 21 4.77837 30 27
17 24 1.54527 10 14
36 55 7.38613 8 11
37 63 3.08536 11 15
48 57 3.48471 3 16
26 30 0.517803 1 11
2 43 1.88598 6 22
2 35 2.93351 10 16
17 16 3.47239 20 15

Temps: 0.14 seconds
Valeur OPT: 13.6023
