76 180 180 0
-1 0 -0 0 25
68 28 -0 18 19
68 27 28.5828 26 11
44 32 14.3056 11 20
75 17 19.9301 30 13
30 39 -0 21 14
68 16 -0 19 26
0 22 2.82324 15 12
34 29 -0 16 0
0 27 -0 29 7
0 31 27.801 26 22
67 43 -0 37 30
17 29 4.88836 16 28
67 26 6.25457 12 19
19 37 37.801 31 12
4 39 -0 8 19
75 27 5.96394 19 37
0 9 1.39339 20 9
44 49 20.2692 13 31
0 27 -0 15 10
37 52 2.16122 22 18
68 32 13.1232 28 29
68 42 8.74979 12 19
43 51 -0 6 19
32 58 35.0313 27 10
17 37 5.08816 14 14
17 17 3 18 15
67 33 5.7094 17 33
74 38 5.16122 29 18
45 29 11.1469 13 22
75 21 5.39339 22 13
58 51 34.7879 25 11
44 32 29.0313 28 8
0 34 5.12822 27 6
46 19 -0 19 6
67 26 3.82324 10 5
47 43 16.8265 12 30
4 43 11.9064 14 21
26 41 -0 24 12
9 31 -0 16 26
17 31 -0 33 28
43 49 16.648 15 27
43 47 -0 11 16
1 39 3.65798 18 18
17 24 2.6944 17 16
0 22 -0 21 17
67 16 -0 27 26
75 34 3.82646 19 21
0 38 -0 20 3
16 47 -0 5 18
44 40 5.91189 22 20
0 25 4.19611 12 37
46 28 -0 19 8
35 36 -0 22 27
13 37 29.3665 16 12
39 53 -0 7 22
23 60 -0 26 10
15 45 23.6123 14 15
0 27 -0 21 17
46 54 25.8531 24 20
5 62 -0 13 13
30 44 37.7777 15 28
17 36 4.26889 18 21
68 30 -0 11 1
67 61 42.7869 28 29
10 45 -0 9 24
17 51 33.4995 37 24
0 8 11.0778 30 27
0 7 -0 10 14
30 46 2.55368 8 11
47 54 1.671 11 15
75 50 19.5695 3 16
39 38 -0 1 11
1 36 1.2135 6 22
0 23 -0 10 16
0 8 13.8993 20 15

Temps: 0.00 seconds
Valeur OPT: 126.03
