76 220 220 33
75 41 4.40975 0 17
33 22 8.62249 18 26
33 18 10.8512 26 30
63 32 1.10269 11 10
2 47 7.88582 30 28
29 53 3.46027 21 6
33 21 4.53282 19 20
0 55 0.958849 15 19
33 47 5.42008 16 14
33 31 8.20377 29 22
6 70 5.79512 26 8
53 68 -0 37 8
40 41 5.13005 16 16
15 55 3.52504 12 11
33 57 3.49722 31 27
33 40 9.13887 8 26
63 17 8.08433 19 20
63 28 4.2415 20 14
16 42 7.12966 13 19
45 65 5.89063 15 7
15 53 3.56208 22 6
63 37 -0 28 28
73 27 5.77778 12 13
63 28 10.7111 6 33
33 53 3.90089 27 9
73 51 6.24744 14 15
17 42 4.98514 18 27
51 51 0.227254 17 11
2 38 -0 29 29
33 40 5.71534 13 31
2 31 11.3312 22 28
12 69 14.6172 25 22
44 36 5.39676 28 19
-1 0 4.05725 27 12
6 40 5.42899 19 13
8 59 4.06282 10 22
73 54 5.07689 12 26
68 61 2.67889 14 1
51 69 9.5478 24 11
9 41 6.13639 16 21
51 35 9.58466 33 29
63 24 10.5309 15 30
73 26 4.34334 11 12
41 30 1.58761 18 3
33 29 8.59669 17 18
68 42 1.0035 21 19
34 44 10.0283 27 19
73 43 6.32453 19 12
29 48 0.612972 20 18
33 38 3.8639 5 10
32 46 9.22835 22 14
63 22 5.9426 12 21
34 52 1.82959 19 0
6 55 7.85115 22 25
34 59 5.13889 16 12
25 70 13.3797 7 22
63 29 4.41707 26 15
15 46 1.48005 14 15
51 55 3.56284 21 16
63 72 4.25024 24 20
21 62 3.4617 13 5
6 51 5.00667 15 15
73 24 12.1349 18 24
33 6 5.2509 11 17
41 40 8.80018 28 16
73 68 -0 9 27
17 66 11.4695 37 24
0 47 7.07066 30 21
6 28 3.09507 10 13
73 46 4.86348 8 16
33 61 7.8695 11 18
69 64 17.3189 3 37
39 49 5.70857 1 11
33 8 10.1415 6 37
2 30 -0 10 18
6 36 5.32494 20 10

Temps: 8.38 seconds
Valeur OPT: 51.995
