76 220 220 0
-1 0 -0 0 17
63 37 -0 18 26
75 21 -0 26 30
51 32 -0 11 10
75 12 44.4827 30 28
48 49 -0 21 6
68 23 55.1391 19 20
0 25 13.3626 15 19
46 26 -0 16 14
39 42 -0 29 22
72 36 61.0578 26 8
14 47 -0 37 8
26 22 21.0064 16 16
46 32 36.9 12 11
0 35 83.8091 31 27
75 34 -0 8 26
75 27 48.675 19 20
51 27 9.69234 20 14
26 48 28.3149 13 19
27 43 -0 15 7
37 57 31.3933 22 6
74 46 64.1766 28 28
68 48 16.5508 12 13
63 45 50.1998 6 33
49 45 12.6292 27 9
17 53 27.9974 14 15
0 6 -0 18 27
0 18 24.1219 17 11
0 46 8.7185 29 29
45 32 8.56707 13 31
0 17 57.0129 22 28
72 57 39.4732 25 22
12 35 29.9433 28 19
63 33 15.7264 27 12
46 18 -0 19 13
7 33 -0 10 22
30 56 -0 12 26
15 45 -0 14 1
26 43 34.8224 24 11
72 33 7.39036 16 21
12 31 24.1824 33 29
0 38 26.8408 15 30
41 49 16.3492 11 12
63 37 -0 18 3
3 37 30.4976 17 18
4 27 40.6095 21 19
0 16 -0 27 19
68 50 -0 19 12
30 37 35.0375 20 18
16 37 -0 5 10
3 50 67.6036 22 14
0 16 -0 12 21
27 25 -0 19 0
34 43 58.6249 22 25
8 44 51.1923 16 12
25 63 2.37333 7 22
41 51 -0 26 15
15 45 63.6046 14 15
72 36 14.5466 21 16
67 68 21.7527 24 20
71 62 1.79027 13 5
2 45 66.4621 15 15
6 39 53.0498 18 24
0 23 -0 11 17
2 54 47.0241 28 16
26 37 -0 9 27
65 47 54.5532 37 24
0 16 17.716 30 21
0 15 -0 10 13
27 50 56.5399 8 16
20 64 -0 11 18
27 50 24.4907 3 37
26 27 -0 1 11
63 38 29.752 6 37
4 36 -0 10 18
0 7 30.6292 20 10

Temps: 0.00 seconds
Valeur OPT: 411.45
