48 15 15 7
14 3289 172.065 0 1
6 2432 159.849 1 1
5 3809 237.598 1 1
15 2303 371.091 1 1
25 5113 392.063 1 1
20 3173 -0 1 1
19 1249 108.83 1 1
-1 0 98.4792 1 1
1 2720 181.18 1 1
1 2660 220.701 1 1
33 4100 269.741 1 1
12 1971 214.707 1 1
15 1192 59.8313 1 1
14 3404 242.432 1 1
15 2365 110.373 1 1
7 786 38.5953 1 1
18 1664 110.373 1 1
26 1602 114.262 1 1
7 343 68.033 1 1
36 1001 21.6213 1 1
36 1628 114.257 1 1
12 2114 119.986 1 1
16 1821 56.6308 1 1
12 2064 103.239 1 1
33 4348 346.372 1 1
18 4797 315 1 1
19 1080 4.4692 1 1
7 251 118.994 1 1
43 2447 360.447 1 1
43 1116 110.127 1 1
43 1637 114.257 1 1
33 4109 392.063 1 1
35 873 108.239 1 1
43 1940 332.103 1 1
45 5202 256.406 1 1
7 355 116.389 1 1
27 913 22.9511 1 1
43 2556 350.571 1 1
22 2821 138.634 1 1
35 2388 107.764 1 1
33 2885 65.0003 1 0
3 5352 392.063 1 1
26 1569 224.85 1 1
7 622 158.528 1 1
46 5169 339.48 1 1
15 1224 110.173 1 1
20 2861 104.557 1 1
28 2860 121.516 1 1

Temps: 0.00 seconds
Valeur OPT: 118.526
