262 500 500 112
204 80 13.384 0 83
142 145 19.2006 6 38
64 83 18.6469 72 93
112 37 26.5522 93 84
81 96 13.3754 28 50
133 87 10.5301 5 94
118 81 21.6096 43 92
160 86 6.06193 1 14
190 24 15.9969 36 51
190 89 9.96179 53 17
64 121 18.9714 63 60
235 98 14.4331 25 79
49 101 7.75395 50 22
9 116 22.4865 57 78
213 139 3.05685 1 13
102 78 16.2171 66 24
84 99 17.1095 37 29
55 145 21.739 51 71
204 73 12.8151 47 32
96 65 19.7312 88 33
109 141 21.2294 75 5
140 107 7.6122 48 17
120 119 21.6078 40 93
112 122 2.14749 8 19
176 152 28.3402 69 79
126 81 29.236 93 98
9 102 20.8084 29 99
260 79 17.8791 5 96
8 122 14.6405 53 48
59 137 2.60924 8 69
54 68 14.0441 24 83
61 122 12.2663 53 3
176 112 2.92367 13 0
185 119 17.434 47 55
95 128 16.9877 57 37
259 143 5.23711 9 0
83 109 17.967 74 70
112 94 14.8459 83 3
8 83 22.9774 96 14
122 80 10.5027 42 4
55 145 20.293 80 18
210 137 4.73358 22 22
223 113 15.8154 56 53
122 72 7.29137 43 6
112 116 8.27305 12 8
161 126 26.1442 73 98
179 115 10.737 32 62
55 126 2.58551 8 24
120 128 13.6382 79 24
198 88 14.9275 79 11
161 147 24.0996 4 98
59 134 1.92782 14 50
8 87 4.9658 17 3
228 122 10.5924 19 45
96 55 8.5342 44 13
176 114 0.0667456 5 2
122 103 7.84944 37 0
193 96 27.4034 100 98
36 120 17.2777 62 53
15 97 21.4589 90 18
109 148 12.7482 57 5
90 77 16.3279 44 88
237 73 11.4204 37 73
216 120 18.7321 80 53
190 53 14.5639 60 42
83 125 25.5968 95 11
242 125 7.40491 56 24
32 142 22.6932 56 63
112 96 14.5903 9 74
177 79 13.136 39 31
99 128 15.7372 15 89
68 134 8.98725 4 50
185 75 13.1023 58 18
198 42 22.2744 73 86
112 71 1.47484 5 2
135 88 2.8384 12 15
140 136 14.3057 3 65
187 151 21.0637 8 87
32 124 8.53658 31 40
207 88 20.7258 48 100
194 123 1.68519 3 64
164 89 8.20514 52 28
157 84 21.5075 99 58
190 90 7.8789 29 4
135 57 2.10887 12 0
171 115 12.4774 50 29
208 173 23.7533 98 75
104 143 14.9232 4 50
91 169 18.3099 56 57
112 115 13.9208 24 55
112 76 2.75815 33 1
93 131 26.3049 45 100
178 144 25.0825 98 56
