262 500 500 234
191 158 5.42215 0 24
139 92 16.7961 6 18
27 160 22.7114 72 69
8 132 23.1574 93 45
81 67 2.67273 28 10
133 72 23.5609 5 88
165 159 5.76784 43 50
160 82 0.296246 1 42
213 115 10.0604 36 18
230 174 10.9406 53 14
62 179 24.0195 63 83
241 169 4.579 25 9
211 82 10.5805 50 63
167 191 19.1275 57 89
48 180 6.358 1 84
219 162 13.1574 66 28
252 119 19.2634 37 79
162 222 14.9577 51 50
30 93 31.9213 47 99
234 64 15.7054 88 19
227 192 12.5208 75 42
252 44 2.28728 48 4
104 136 20.4618 40 77
120 147 5.78578 8 52
16 211 5.78308 69 18
246 105 28.9849 93 83
148 171 2.38675 29 71
191 127 1.15909 5 29
164 112 18.8887 53 10
213 196 7.89974 8 29
252 86 2.00031 24 25
234 99 33.5301 53 94
15 203 11.3358 13 44
234 38 11.3923 47 25
234 77 29.3046 57 96
145 116 17.2074 9 67
150 172 16.5995 74 0
208 144 19.7829 83 52
39 169 26.9639 96 90
172 151 19.7866 42 13
24 228 20.0781 80 81
210 194 0.890866 22 4
197 202 17.7008 56 53
223 172 23.175 43 73
160 119 8.4575 12 37
74 172 13.005 73 12
100 141 21.0246 32 100
172 196 24.3701 8 93
23 162 19.1621 79 56
5 94 12.2504 79 21
93 182 2.94155 4 17
104 207 3.93003 14 24
243 145 1.42975 17 26
49 128 5.16688 19 1
211 103 1.36408 44 6
47 203 9.07553 5 71
62 173 16.0858 37 32
203 159 19.3859 100 4
18 154 15.7807 62 0
75 167 21.7836 90 23
20 203 17.3983 57 99
211 58 5.8587 44 39
190 136 5.90277 37 79
180 140 12.9958 80 28
163 163 18.5194 60 53
206 162 24.6721 95 19
56 191 13.5096 56 98
75 190 15.9253 56 33
142 30 0.406866 9 12
8 148 9.97304 39 5
99 51 9.03388 15 8
231 83 2.5423 4 17
19 73 25.7196 58 72
198 100 25.1172 73 35
104 88 10.7167 5 45
52 158 6.52516 12 62
108 74 4.21732 3 0
91 179 10.8684 8 55
44 205 19.1182 31 74
252 71 24.3617 48 98
197 202 0.0507472 3 5
100 60 4.04837 52 41
157 157 12.1749 99 73
90 136 7.59644 29 43
16 136 0.768371 12 17
222 145 13.2539 50 14
259 158 13.8018 98 54
244 91 19.9796 4 37
91 179 17.0781 56 71
167 171 22.832 24 51
61 59 14.8946 33 53
239 158 18.5582 45 93
234 168 28.361 98 48
63 156 1.15868 4 5
144 159 19.4824 36 86
34 86 3.59683 72 2
213 116 10.6171 26 29
243 189 19.3982 71 11
92 203 19.5773 84 40
68 48 12.9884 21 50
145 46 16.3797 99 58
261 165 9.73528 33 95
52 167 15.7355 84 36
213 199 27.9471 74 97
234 76 24.3894 93 80
37 186 23.5752 25 85
121 205 15.1182 39 0
138 184 31.6179 42 69
244 57 21.676 77 84
227 193 19.5883 68 66
227 205 19.8149 50 3
246 157 9.67801 42 0
213 105 12.1309 71 11
66 202 26.7542 85 78
5 155 22.6747 78 56
145 45 10.9368 64 21
74 109 1.27651 5 49
199 192 16.1785 93 24
252 127 6.83656 18 31
95 146 10.5077 38 33
22 140 9.87764 29 14
189 186 13.926 81 75
123 162 3.26134 4 29
8 127 4.53624 23 0
5 100 13.3094 11 85
96 166 16.8811 86 8
116 112 15.5155 2 99
24 244 22.0021 31 23
120 176 14.6877 54 58
61 76 1.94049 87 25
61 93 27.7685 17 97
214 173 13.4155 81 58
75 189 26.1279 72 74
252 70 -0 10 1
109 230 11.2259 50 36
84 142 9.82825 25 15
84 177 19.6465 71 62
30 100 9.75558 85 22
252 49 18.5041 51 78
231 60 26.1867 29 64
100 88 18.7855 55 37
104 97 8.40264 45 0
234 27 17.1608 100 54
44 164 0.935409 38 15
259 124 20.9785 11 98
252 41 17.6748 82 79
84 145 12.1906 50 39
