76 180 180 0
-1 0 -0 0 17
73 36 -0 18 13
0 19 -0 26 20
51 35 -0 11 26
75 13 -0 30 8
45 33 -0 21 10
75 12 -0 19 11
67 20 0.420523 15 11
46 23 1.85111 16 29
39 44 23.7938 29 15
0 27 3.37223 26 37
53 43 -0 37 7
26 28 -0 16 22
52 34 9.63581 12 28
53 36 43.5795 31 16
5 49 7.53521 8 24
0 27 0.757545 19 6
0 19 7.79376 20 19
39 66 17.9276 13 11
0 39 -0 15 12
74 54 11.1549 22 30
30 45 -0 28 10
75 43 -0 12 15
6 36 9.27565 6 14
44 63 35.9085 27 3
40 51 -0 14 5
0 12 0.275654 18 18
46 24 -0 17 20
2 29 -0 29 16
45 26 7.15493 13 26
0 22 -0 22 21
0 42 19.5795 25 27
40 41 -0 28 12
75 25 -0 27 22
46 18 7.69014 19 15
0 29 -0 10 8
30 47 -0 12 21
5 44 -0 14 13
75 38 -0 24 21
67 34 -0 16 19
75 32 28.836 33 6
75 44 11 15 17
41 53 29.6328 11 18
6 49 -0 18 18
17 37 -0 17 18
4 21 19.2928 21 24
0 14 3 27 11
5 48 24.8451 19 33
4 38 28.5614 20 29
16 46 -0 5 13
16 54 17.0694 22 25
0 17 11.6328 12 20
34 25 -0 19 0
7 29 8.15795 22 37
46 37 15.2686 16 19
31 74 -0 7 9
23 42 48.0332 26 12
68 40 13.8119 14 28
10 40 -0 21 28
67 57 8.42153 24 19
30 52 2.42052 13 10
68 41 60.666 15 14
2 43 16.0332 18 19
33 33 -0 11 12
75 53 27.0332 28 14
38 49 -0 9 15
10 47 44.7475 37 30
0 8 18.9537 30 1
75 10 22.6791 10 31
45 48 0.15493 8 26
75 53 41.7767 11 22
5 57 0.502012 3 16
12 39 -0 1 27
2 30 -0 6 27
0 23 -0 10 16
0 3 2.88229 20 22

Temps: 0.00 seconds
Valeur OPT: 191.899
