101 112 112 27
27 14 15.7447 0 28
69 23 -0 10 6
27 43 -0 7 14
77 27 -0 13 7
53 50 -0 19 13
83 40 -0 26 11
27 28 16.5658 3 29
27 28 5.66225 5 10
18 41 17.1714 9 36
1 49 9.50827 16 3
27 33 -0 16 3
90 60 7.38676 12 5
27 26 14.6857 19 27
27 26 4.45631 23 0
98 58 0.183261 20 9
13 51 5.21237 8 8
98 51 4.99403 19 6
93 56 7.35324 2 3
52 27 15.2905 12 23
48 53 6.17481 17 9
69 41 12.8746 9 19
74 48 3.52621 11 9
74 41 -0 18 3
27 57 -0 29 7
68 42 7.9926 3 15
55 55 -0 6 6
0 30 9.70933 17 14
-1 0 14.9628 16 19
27 21 -0 16 7
77 41 1 9 10
50 38 15.3994 21 16
27 37 -0 27 20
52 43 18.8741 23 25
50 44 10.611 11 27
78 46 8.68997 14 16
27 49 9.88631 8 20
47 59 5.64052 5 1
59 36 -0 8 22
92 60 13.094 16 8
4 65 11.6416 31 12
28 39 6.89785 9 9
74 47 6.97228 5 17
59 45 9.67596 5 12
95 55 13.274 7 16
91 49 -0 18 8
89 37 15.6857 16 27
27 35 13.9316 1 21
7 50 2.25388 27 2
7 42 19.3468 36 26
47 72 23.8517 30 16
27 17 -0 13 30
69 44 8.78986 10 11
27 16 11.0885 9 18
0 25 16.7739 14 26
68 49 9.89629 18 6
68 46 9.78364 2 25
75 49 8.98544 6 18
89 47 22.534 7 41
13 35 1.18341 18 3
89 31 0.0135482 28 9
83 44 7.65111 3 11
91 51 -0 13 9
0 41 11.0885 19 16
90 54 6.31446 10 1
36 82 14.9979 9 16
79 68 -0 20 20
76 54 19.4268 25 26
28 65 16.1972 25 18
77 29 8.4035 36 5
27 17 -0 6 18
50 38 -0 5 5
50 54 10.2797 15 17
74 41 -0 25 12
74 41 -0 9 23
27 34 12.2547 8 19
74 42 13.0947 18 19
27 19 -0 13 10
27 21 6.5664 14 13
3 39 1.45 3 18
3 35 -0 23 16
68 31 5.96547 6 13
79 50 12.95 26 13
89 40 -0 16 9
27 33 13.2895 11 25
99 46 11.6891 7 35
37 42 22.5988 41 31
59 50 17.5871 35 5
94 40 10.3066 26 14
7 36 14.0143 9 23
27 17 1.79864 15 9
10 45 6.43165 3 10
59 40 -0 1 9
59 36 3.01107 2 7
59 38 10.8638 22 11
89 31 9.65496 27 8
89 34 -0 20 5
89 33 14.6726 11 36
27 35 8.02354 12 17
37 37 -0 10 2
0 34 0.00116845 9 2
37 42 -0 17 15

Temps: 0.62 seconds
Valeur OPT: 48.9961
