76 140 140 0
-1 0 -0 0 19
73 36 2045.03 18 27
0 23 2192.23 26 24
68 31 -0 11 19
0 8 1304.16 30 11
4 31 1890.53 21 10
75 18 2514.03 19 21
26 24 771.451 15 3
4 26 -0 16 13
39 46 1502.98 29 18
58 55 -0 26 0
0 43 1379.25 37 9
0 22 949.467 16 8
27 28 1613.94 12 13
8 46 2876.5 31 25
29 43 -0 8 17
68 38 1489.95 19 27
68 22 111.211 20 12
3 52 1641 13 22
52 36 1155.07 15 22
52 57 -0 22 13
30 45 1981.32 28 18
62 54 164.375 12 6
2 51 1749.95 6 27
0 52 1777.95 27 19
0 45 1533.87 14 11
0 13 16.3626 18 6
0 17 1047.99 17 14
62 45 -0 29 14
75 24 -0 13 18
75 24 2271.91 22 26
40 59 1444.37 25 8
0 35 1981.93 28 7
73 35 1361.89 27 17
67 24 1365.08 19 5
0 33 -0 10 28
0 43 1635.82 12 30
5 50 464.711 14 16
65 48 446.818 24 21
67 42 1653 16 20
17 31 3130.23 33 10
43 43 -0 15 14
41 47 -0 11 12
68 38 1338.37 18 19
3 38 25.278 17 29
75 20 1056.25 21 29
67 26 1400.24 27 15
68 36 1256.33 19 37
29 35 2628.51 20 20
63 53 327.424 5 11
44 48 1243.95 22 12
75 23 1547.9 12 22
4 22 -0 19 16
4 37 1771.53 22 18
13 40 2505.75 16 19
25 67 -0 7 20
41 54 1022.7 26 16
52 41 1687.91 14 24
7 45 1654.79 21 16
52 59 1470.9 24 26
36 61 1034.8 13 15
0 39 933.917 15 15
2 37 3465.86 18 37
33 42 864.856 11 31
41 55 3337.18 28 30
0 34 2405.87 9 28
65 44 1934.53 37 28
0 11 4014.6 30 15
75 9 -0 10 11
5 59 2913.15 8 33
36 63 -0 11 10
36 56 -0 3 12
17 39 -0 1 21
4 30 -0 6 26
2 36 -0 10 22
0 4 -0 20 1

Temps: 0.00 seconds
Valeur OPT: 15985.1
