76 100 100 0
-1 0 3.75163 0 8
73 33 13.8506 18 28
68 20 0.00848975 26 13
17 43 9.23886 11 6
0 16 11.7691 30 15
75 42 7.45954 21 11
75 15 4.70912 19 10
35 36 14.4646 15 21
0 25 0.0116873 16 29
0 32 15.7051 29 28
58 36 15.4044 26 10
53 50 8.74367 37 16
0 21 11.3092 16 22
67 32 13.3395 12 29
67 48 15.1442 31 13
27 43 13.3332 8 18
73 37 10.9237 19 26
0 11 9.4317 20 20
75 49 13.0848 13 3
67 33 14.4671 15 24
37 60 17.6426 22 19
51 45 8.95987 28 9
68 41 7.5482 12 8
63 48 7.60155 6 11
51 37 13.2923 27 14
9 49 2.52343 14 22
0 15 10.5196 18 13
67 27 13.7651 17 24
73 37 11.9754 29 19
45 31 12.8311 13 26
75 26 12.1095 22 11
51 61 29.1176 25 6
12 40 13.0848 28 7
73 30 19.801 27 37
67 22 7.30746 19 18
0 30 5.2757 10 19
0 36 0.0430315 12 28
36 46 0.0489046 14 11
35 49 12.0005 24 17
0 39 9.96974 16 19
26 28 14.5843 33 12
43 49 6.97812 15 15
43 48 7.71445 11 27
0 38 8.93569 18 12
40 39 11.4441 17 22
0 24 15.6463 21 33
67 23 0.00857258 27 14
0 43 10.7465 19 10
30 36 14.2725 20 25
6 43 7.64602 5 19
32 57 8.26288 22 1
0 13 5.91113 12 26
67 25 5.62004 19 15
35 38 21.4651 22 37
8 40 11.1263 16 20
12 55 7.13604 7 30
6 55 13.8104 26 20
0 48 5.57716 14 21
0 30 12.9663 21 31
75 52 24.1412 24 30
37 62 3.82768 13 16
6 44 4.0429 15 18
73 30 10.2778 18 16
6 29 6.2055 11 0
4 61 20.9133 28 14
58 55 12.9985 9 18
75 44 21.4671 37 27
75 12 8.76913 30 12
0 8 4.06197 10 15
36 45 10.7465 8 16
-1 59 59 11 17
36 60 0.00607031 3 12
58 35 0.0125122 1 5
68 23 2.02644 6 27
2 31 8.33325 10 21
0 4 -0 20 22

Temps: 0.01 seconds
Valeur OPT: 29.8432
