76 180 180 0
-1 0 14.5896 0 25
2 47 6.77656 18 37
68 21 3.49234 26 9
0 29 9.76062 11 37
75 16 2.39755 30 14
52 37 4.59535 21 11
0 23 3.16242 19 10
35 28 3.36238 15 1
46 22 5.57209 16 19
12 36 6.05879 29 15
0 31 6.77403 26 33
7 50 8.31807 37 13
0 17 5.92743 16 29
75 34 5.42671 12 21
35 40 10.6305 31 14
4 52 3.7227 8 12
6 36 5.05107 19 22
26 24 4.69313 20 15
0 45 4.76215 13 12
8 37 4.49779 15 8
37 49 5.288 22 8
29 45 7.06842 28 20
68 46 8.24618 12 28
67 58 7.45373 6 24
3 46 12.046 27 31
12 42 4.06619 14 19
0 9 0.284522 18 10
52 24 5.58625 17 30
2 34 4.35389 29 12
75 27 3.68953 13 18
0 27 5.56775 22 22
10 48 12.4596 25 21
44 38 6.05761 28 13
2 34 5.42509 27 19
67 16 3.04398 19 17
0 23 2.98842 10 22
75 43 4.06713 12 13
0 34 4.48864 14 19
12 36 4.69953 24 11
9 41 5.09459 16 27
67 27 6.10113 33 16
43 60 7.64519 15 29
30 58 -0 11 6
1 55 5.94215 18 30
26 31 -0 17 26
4 29 5.56636 21 19
67 17 3.60757 27 5
67 39 5.77492 19 28
29 34 5.40932 20 16
16 48 1.71182 5 20
44 45 0.0763907 22 15
0 29 5.44589 12 24
0 17 2.9638 19 11
26 36 5.93732 22 26
8 37 5.96897 16 15
25 52 13.6872 7 22
62 65 10.9367 26 20
8 54 2.83023 14 7
17 42 7.4291 21 28
14 72 1.97321 24 18
37 47 5.44478 13 18
0 51 4.53659 15 0
0 26 4.78624 18 16
33 47 8.19252 11 26
0 61 12.3034 28 27
38 42 0.889775 9 11
65 63 13.8607 37 16
0 10 4.61343 30 12
75 14 4.74288 10 17
36 56 6.71715 8 21
75 46 4.21538 11 10
70 55 1.71676 3 3
10 44 4.01647 1 18
62 34 7.1878 6 27
30 37 3.57843 10 14
0 5 1.96278 20 6

Temps: 0.15 seconds
Valeur OPT: 32.1822
