30 4500 4500 10
10 49 13.395 0 125
24 145 16.7309 300 500
11 117 70.8306 3100 100
2 144 13.2481 125 300
6 136 0.430313 100 400
10 128 1.74656 200 300
19 123 0.480937 150 300
13 48 26.145 150 125
11 20 4.675 450 150
11 24 -0 300 150
-1 0 -0 100 200
12 9 2.78438 950 100
10 7 15.4 125 550
16 26 53.0381 150 3100
10 26 30.3506 150 1500
11 19 1.375 550 150
10 21 1.87312 150 150
9 33 7.11187 100 450
8 73 19.5031 150 950
0 80 8.08312 400 100
19 93 1.5675 300 800
17 86 29.3088 1500 300
10 92 12.0831 100 100
12 72 7.71812 300 150
25 136 12.2925 500 150
12 123 34.2494 800 150
16 170 12.4137 300 300
25 149 6.875 100 100
16 187 12.1 150 1000
19 131 -0 1000 0

Temps: 0.00 seconds
Valeur OPT: 68.3106
