262 500 500 9
2 59 -0 0 24
18 227 9.55979 6 18
9 22 24.435 72 69
123 105 21.8216 93 45
2 157 2.77896 28 10
133 117 23.2979 5 88
243 128 8.74642 43 50
224 158 9.14916 1 42
170 103 3.93095 36 18
-1 0 12.608 53 14
214 103 20.9524 63 83
203 70 4.03607 25 9
30 107 10.326 50 63
153 31 27.4499 57 89
120 209 14.8717 1 84
102 114 9.02109 66 28
195 115 11.3467 37 79
197 154 13.7139 51 50
30 90 21.7622 47 99
185 109 14.3728 88 19
59 177 28.2045 75 42
185 138 4.97849 48 4
120 178 20.7505 40 77
6 173 3.27987 8 52
153 138 26.5489 69 18
215 146 9.59915 93 83
9 11 0.81492 29 71
148 77 1.33631 5 29
243 213 14.9487 53 10
75 187 5.10759 8 29
26 83 11.2171 24 25
228 165 29.3167 53 94
226 151 5.21154 13 44
228 153 17.0902 47 25
21 192 30.2059 57 96
156 224 12.207 9 67
9 34 18.6093 74 0
243 150 30.8672 83 52
26 93 29.537 96 90
251 99 14.8296 42 13
24 155 30.0044 80 81
75 189 2.1475 22 4
197 96 16.4387 56 53
249 91 18.1448 43 73
237 164 3.31526 12 37
243 208 10.7272 73 12
63 198 19.8953 32 100
13 122 21.6377 8 93
23 185 20.7166 79 56
195 107 4.78816 79 21
170 216 3.45745 4 17
58 184 4.38091 14 24
135 119 10.3012 17 26
58 80 3.21416 19 1
195 93 17.6346 44 6
214 127 2.6031 5 71
214 94 16.97 37 32
203 49 28.5446 100 4
9 28 11.1035 62 0
114 131 27.5047 90 23
131 187 22.1229 57 99
90 128 21.7589 44 39
9 74 7.15661 37 79
200 178 18.0473 80 28
9 42 18.2572 60 53
230 71 33.1588 95 19
57 108 23.8309 56 98
235 158 16.8782 56 33
206 181 2.22778 9 12
177 81 1.53048 39 5
72 186 8.52129 15 8
64 183 5.59349 4 17
185 119 28.672 58 72
195 90 21.1068 73 35
104 147 15.6278 5 45
230 130 12.6523 12 62
244 185 -0 3 0
208 226 13.1192 8 55
170 144 11.2952 31 74
30 121 23.0749 48 98
194 105 1.62864 3 5
170 158 13.1575 52 41
148 78 30.8407 99 73
58 59 15.7972 29 43
135 103 2.31221 12 17
146 161 15.6514 50 14
94 237 17.9877 98 54
115 206 9.33194 4 37
91 231 15.3466 56 71
153 22 6.26383 24 51
18 126 13.2741 33 53
120 214 22.8687 45 93
6 203 22.7625 98 48
216 209 -0 4 5
215 228 32.335 36 86
0 195 14.4747 72 2
198 107 11.3467 26 29
214 160 22.2179 71 11
23 215 24.3344 84 40
108 181 6.42565 21 50
21 155 16.0833 99 58
9 37 6.53027 33 95
39 110 21.7014 84 36
194 115 28.7453 74 97
215 138 20.7482 93 80
181 177 22.0151 25 85
189 67 22.5441 39 0
6 208 26.5774 42 69
244 169 26.9344 77 84
20 179 19.5486 68 66
102 188 6.84475 50 3
236 185 9.1152 42 0
9 91 15.7758 71 11
197 110 21.1249 85 78
26 24 20.9295 78 56
100 175 12.0619 64 21
126 131 10.5632 5 49
6 206 25.9683 93 24
153 98 15.2371 18 31
192 229 8.57285 38 33
26 167 3.74947 29 14
9 30 31.7541 81 75
237 98 0.957172 4 29
118 100 0.279538 23 0
230 107 19.3719 11 85
64 51 28.1321 86 8
123 128 12.7897 2 99
24 172 19.8063 31 23
23 193 15.6789 54 58
150 130 7.27497 87 25
83 132 23.8368 17 97
203 65 24.3393 81 58
97 163 27.6947 72 74
12 116 -0 10 1
226 185 12.4049 50 36
148 90 6.48602 25 15
249 125 24.3539 71 62
173 86 12.9872 85 22
21 146 21.742 51 78
133 206 22.789 29 64
19 164 20.8724 55 37
215 131 15.5441 45 0
185 179 8.4079 100 54
236 195 -0 38 15
192 219 26.4764 11 98
100 169 16.0751 82 79
64 100 19.7565 50 39
136 182 26.7761 39 79
9 16 8.03229 6 47
94 246 16.4492 87 0
58 36 30.1176 83 57
94 235 1.29152 22 77
200 196 11.5886 24 36
9 9 23.7697 69 0
76 200 25.8764 97 51
19 185 31.7029 65 57
208 195 28.2346 97 55
114 77 18.4657 79 4
60 200 20.858 79 39
42 201 28.8678 46 99
195 156 11.4626 52 0
179 195 13.5167 39 46
219 129 23.5015 94 36
224 77 29.8113 97 56
7 179 3.82975 18 31
6 142 8.73913 3 93
207 122 7.43029 23 38
89 26 14.0178 19 2
66 115 3.31818 40 9
193 135 15.8464 49 65
148 28 25.3735 96 5
181 143 8.14376 58 3
72 172 11.7472 15 22
58 71 5.55315 21 5
196 198 9.36461 56 43
241 135 16.3494 67 44
11 123 15.0542 10 50
0 78 20.0144 36 96
153 194 38.4813 84 98
120 188 3.66016 59 15
63 186 27.7076 85 96
59 141 20.5901 60 24
100 206 17.4953 33 39
