76 140 140 17
17 12 1.28069 0 22
17 33 3.83436 18 18
17 24 5.01922 26 5
51 25 1.81488 11 8
0 21 5.28086 30 19
30 52 4.03962 21 16
17 14 5.12831 19 29
46 32 4.5021 15 22
46 28 4.01332 16 16
39 36 0.26719 29 21
51 43 -0 26 19
7 54 8.05049 37 15
17 18 3.74288 16 14
4 44 0.0432562 12 22
7 47 3.55589 31 20
4 43 2.6744 8 21
51 25 5.55657 19 17
-1 0 11.5155 20 8
25 53 6.5638 13 26
46 37 3.29058 15 11
45 61 7.97137 22 30
2 46 6.07999 28 18
73 45 4.85587 12 29
16 44 4.85587 6 28
49 54 9.70843 27 25
17 37 -0 14 12
17 24 4.18807 18 12
52 28 3.41849 17 11
2 35 8.06596 29 28
30 39 0.0142202 13 20
75 29 2.67662 22 1
44 59 9.83161 25 27
39 40 -0 28 18
6 26 5.33821 27 10
46 24 2.61166 19 27
34 36 1.38402 10 7
6 52 4.07607 12 15
15 59 3.87015 14 12
6 50 6.04932 24 6
17 28 4.18574 16 13
17 23 7.41382 33 26
43 46 6.314 15 24
43 50 4.31306 11 17
33 41 4.54199 18 22
17 27 4.13085 17 11
27 35 -0 21 16
17 20 5.3091 27 13
48 51 0.00420557 19 3
17 41 6.54374 20 37
44 40 0.889312 5 12
25 47 10.5611 22 9
17 14 3.52343 12 26
17 23 4.75936 19 31
35 43 3.88688 22 20
17 40 11.2906 16 18
25 68 11.4315 7 10
16 51 11.7284 26 27
52 48 7.47168 14 13
39 38 7.86027 21 14
34 64 15.881 24 33
29 65 4.75851 13 11
6 44 7.69926 15 15
73 33 5.66943 18 24
33 41 4.08209 11 14
43 57 12.1896 28 28
26 58 0.344307 9 16
35 61 16.0489 37 19
17 22 5.85335 30 30
6 21 1.85049 10 10
51 60 5.4094 8 19
20 68 9.52359 11 37
15 67 2.45825 3 6
17 37 1.94614 1 21
6 26 1.83436 6 15
51 39 5.41534 10 19
0 15 3.25621 20 0

Temps: 0.02 seconds
Valeur OPT: 16.1446
