174 120 100 119
153 38775 96254.3 1 1
4 34025 480887 9 7
24 32750 49021.2 2 2
2 33850 192817 3 2
8 30950 299034 5 4
9 38950 621310 3 2
3 35650 138101 3 3
4 34025 474364 5 4
25 28350 134681 4 3
161 37825 12873.5 2 2
17 36400 -0 3 2
25 28350 522083 4 3
14 27925 85327.3 2 1
14 27925 331052 3 3
15 26650 16048.3 2 2
31 26000 181686 1 1
140 35425 232382 3 2
140 35425 -0 2 2
3 35650 698606 9 7
17 36400 240828 3 2
12 28675 75209.1 2 2
27 32675 -0 1 1
21 33325 18130.7 1 1
27 32675 11.8462 1 1
157 25075 855315 12 9
30 24375 125007 6 5
30 24375 364803 3 2
38 30400 -0 4 3
29 35400 777747 9 7
23 33350 252987 3 3
32 21800 257234 4 3
32 21800 440524 7 5
46 21250 -0 1 1
37 22375 171729 3 2
50 31975 552264 7 6
29 35400 239436 4 3
51 20475 -0 3 2
47 21800 197812 1 1
40 28475 -0 3 3
40 28475 957122 13 10
49 28025 -0 1 1
58 19275 423087 7 5
172 31725 331791 5 4
58 19275 295753 3 2
62 19300 -0 1 1
62 19300 108995 2 2
67 18700 370264 4 3
67 18700 5920.83 5 4
35 37950 403797 3 2
66 25750 195471 4 3
66 25750 533288 9 7
68 17375 336917 5 4
44 19825 367480 4 3
54 35575 365817 2 2
55 33875 -0 3 2
56 30425 384610 5 4
49 28025 196291 4 3
61 19675 408860 4 3
76 16375 414518 5 4
47 21800 775349 8 6
76 16375 19921.5 2 2
60 17475 16.345 4 3
74 15675 378428 6 5
74 15675 216924 3 3
61 19675 334918 3 3
56 30425 388825 4 3
167 21550 418776 7 5
69 13725 555803 8 6
75 13025 528330 7 5
75 13025 -0 2 1
71 14500 350910 5 4
78 14425 21667.6 1 1
73 30475 81506 2 2
66 25750 584183 7 6
79 12475 336453 5 4
79 12475 -0 1 1
83 11650 530751 7 6
83 11650 89144.6 2 2
173 13025 185192 3 2
86 11275 -0 2 2
163 17925 15497.9 2 2
69 13725 224790 3 3
86 11275 338359 3 2
85 9450 216051 4 3
85 9450 429772 6 5
88 8800 -0 1 1
92 10050 118493 2 2
89 8200 240947 2 2
89 8200 -0 1 1
90 7825 -0 1 1
103 7075 100387 2 1
106 14925 353123 5 4
102 8475 110857 3 2
94 9675 229671 3 2
103 7075 140285 4 3
90 7825 185586 2 2
98 8525 242404 3 3
99 7225 182064 3 2
100 6500 167320 3 3
100 6500 120086 2 1
107 5750 158665 2 1
137 6675 84627.4 2 2
132 7000 166325 3 2
105 4225 419687 5 4
105 4225 294441 4 4
112 3325 77013.2 2 1
109 7800 719408 11 8
113 4200 215085 3 2
113 4200 261037 4 3
115 7375 -0 1 1
115 7375 348245 5 4
109 7800 538990 7 5
119 1525 250943 3 2
119 1525 238473 4 3
122 6125 273322 3 2
149 7125 -0 1 1
112 3325 106597 5 4
147 7175 122986 1 1
113 4200 113846 2 1
-1 0 255648 3 2
124 4725 135553 2 2
124 4725 12427.6 1 1
121 5300 119766 2 1
128 3800 121717 2 2
128 3800 122775 2 2
117 7700 330647 4 3
121 5300 153250 2 1
119 1525 207628 3 2
127 3075 117451 2 1
127 3075 300586 4 3
129 5525 214378 3 2
157 25075 753948 10 8
137 6675 82572.9 1 1
132 7000 79248.8 1 1
135 6950 114899 1 1
136 6600 20435.7 1 1
108 6325 64566.8 1 1
108 6325 99895.8 1 1
80 19150 437124 4 3
167 21550 505264 7 6
141 32925 103788 4 3
38 30400 323713 4 3
145 35750 43380.2 2 2
142 36950 719984 8 6
145 35750 608179 7 5
141 32925 -0 5 4
147 7175 106021 1 1
116 6775 37618 1 1
116 6775 3384.92 1 1
148 7025 130189 1 1
2 33850 -0 1 1
150 34125 373539 2 1
154 34750 119365 2 2
154 34750 511616 6 5
150 34125 53802.3 1 1
51 20475 -0 2 2
155 21700 267579 3 3
156 23525 19832 3 2
155 21700 176837 2 1
158 22525 351155 4 3
21 33325 103602 3 3
160 35325 142058 4 3
160 35325 283120 1 1
164 16550 190634 2 2
71 14500 95183.6 3 3
167 21550 335568 4 3
80 19150 58350.7 2 2
166 20175 53585.1 2 2
171 21300 161351 3 2
138 21575 202284 2 2
149 7125 81816.6 1 1
166 20175 176355 2 2
38 30400 160163 2 2
93 11125 184852 3 3

Temps: 2064.07 seconds
Valeur OPT: 8.44618e+06
