101 200 200 69
69 25 1.23361 0 6
69 5 2.20419 10 17
69 31 1.89846 7 1
76 27 1.98344 13 26
69 35 1.55303 19 1
99 42 1.86779 26 6
96 34 1.16285 3 7
88 21 0.537934 5 6
7 37 0.879645 9 3
81 34 2.59715 16 13
31 30 2.67817 16 21
69 25 1.7322 12 5
69 22 2.26775 19 5
69 24 2.31121 23 18
37 51 3.21974 20 16
57 51 3.4367 8 9
85 47 1.84776 19 10
85 51 1.15594 2 7
31 43 2.24736 12 23
11 33 2.3667 17 12
30 31 3.74477 9 3
13 45 4.04402 11 36
74 54 2.6524 18 27
4 58 4.04602 29 22
1 39 0.495285 3 5
55 56 4.28242 6 15
69 30 1.52373 17 2
69 17 2.14946 16 5
27 30 2.23041 16 9
68 41 3.25837 9 20
69 16 3.14913 21 16
69 8 3.48971 27 13
1 27 3.65674 23 3
69 22 0.502996 11 9
78 40 2.2499 14 14
1 46 6.42282 8 25
11 45 2.87809 5 9
69 33 3.23894 8 41
14 63 8.52313 16 18
80 54 4.51734 31 12
58 37 2.13641 9 14
22 59 2.52177 5 19
59 44 4.15261 5 36
57 59 5.28654 7 25
91 46 1.9516 18 16
83 50 2.45184 16 9
10 61 6.2112 1 10
11 46 4.38969 27 30
31 32 4.53639 36 9
70 57 8.53195 30 13
69 16 2.3826 13 26
50 35 2.44996 10 31
69 32 1.69078 9 13
0 32 1.94792 14 8
12 35 1.76653 18 7
54 46 6.60605 2 15
2 50 2.06047 6 18
96 44 3.2598 7 27
69 28 2.52018 18 19
96 31 0.934386 28 5
31 39 1.23019 3 8
98 43 1.40608 13 9
31 29 2.33371 19 2
32 42 2.19393 10 11
11 53 6.19213 9 6
71 58 6.87622 20 20
30 50 3.8715 25 19
54 65 5.40359 25 11
76 28 2.519 36 3
-1 0 2.76453 6 23
69 10 0.242617 5 12
1 40 2.0278 15 16
1 47 2.22627 25 11
21 51 1.45492 9 3
2 48 2.98274 8 35
4 48 2.60421 18 18
69 19 1.80672 13 8
76 26 1.77637 14 0
1 33 0.384554 3 9
3 35 2.95862 23 26
76 29 1.16018 6 8
33 27 2.63672 26 2
7 34 2.60221 16 16
96 40 2.19316 11 10
69 40 3.52608 7 19
93 36 1.89743 41 20
100 52 4.98253 35 28
13 37 1.26173 26 7
69 15 1.52623 9 16
6 40 3.68203 15 27
32 38 2.00148 3 11
99 39 0.523931 1 10
59 35 0.766585 2 16
99 32 1.89624 22 17
96 31 2.02356 27 18
13 31 0.506909 20 9
69 26 1.91889 11 25
96 33 2.84941 12 29
37 34 1.03618 10 17
96 29 1.74391 9 23
37 38 2.10386 17 14

Temps: 4.35 seconds
Valeur OPT: 7.34278
