101 200 200 28
28 9 2.28318 0 9
28 20 0.00473256 10 3
28 31 2.56113 7 17
68 28 3.09721 13 23
54 41 3.71997 19 16
60 32 3.16577 26 20
94 27 1.79811 3 9
52 46 2.58015 5 11
99 51 0.696827 9 18
81 44 2.70737 16 5
70 48 1.3346 16 2
30 63 5.44988 12 19
28 13 4.71917 19 16
0 27 3.28415 23 15
91 50 3.14631 20 23
0 46 2.87354 8 9
91 44 1.59111 19 18
92 53 3.59976 2 12
89 33 2.32002 12 18
88 59 3.98912 17 9
12 46 1.52326 9 10
40 36 0.432988 11 1
74 35 1.58832 18 10
56 44 5.1372 29 6
80 45 4.26733 3 10
12 47 1.78891 6 27
28 30 3.49158 17 28
0 17 0.98189 16 1
-1 0 2.45047 16 7
68 31 3.23324 9 11
70 41 6.37411 21 18
1 32 6.68664 27 36
70 46 4.24286 23 23
1 34 3.97559 11 35
78 49 5.2771 14 5
50 42 3.15904 8 14
83 69 5.97524 5 13
95 33 -0 8 5
44 58 8.32549 16 18
54 47 6.35042 31 16
53 23 2.19039 9 6
74 40 2.08409 5 7
28 37 4.03737 5 19
59 55 1.51865 7 9
28 43 4.30773 18 26
83 44 7.73586 16 27
52 48 4.41096 1 11
48 57 0.638065 27 25
83 50 0.65988 36 12
28 50 6.28757 30 16
28 16 2.8058 13 21
50 41 1.00155 10 7
0 21 4.89187 9 17
0 15 4.0848 14 36
12 29 3.3268 18 3
0 40 2.56755 2 8
28 32 4.22792 6 20
87 43 3.17049 7 3
53 25 1.60785 18 8
99 32 0.615194 28 5
0 27 1.78811 3 9
99 39 2.0795 13 19
88 42 -0 19 6
90 45 1.89727 10 2
52 58 4.22599 9 5
27 69 16.306 20 9
27 56 8.91196 25 11
54 59 7.72207 25 3
80 21 3.9133 36 14
27 27 3.77606 6 16
28 31 2.47316 5 29
12 54 4.0029 15 6
28 29 3.9604 25 9
72 34 1.59452 9 30
28 28 1.05707 8 15
56 37 2.11233 18 0
0 26 2.67411 13 16
28 27 1.03506 14 10
79 38 0.00113021 3 14
28 29 1.60485 23 13
12 19 0.441965 6 8
33 37 4.07516 26 13
18 47 8.27738 16 41
28 33 4.54815 11 26
99 41 4.38759 7 25
98 37 2.90607 41 26
37 51 4.37564 35 20
53 34 2.20581 26 19
52 35 1.75928 9 7
28 24 2.49378 15 12
28 41 1.29461 3 16
98 38 1.86291 1 22
53 33 0.362698 2 9
0 35 1.67493 22 13
0 22 1.16954 27 17
94 26 0.00362892 20 2
94 28 0.091732 11 8
95 30 1.13166 12 3
0 32 1.02451 10 25
94 30 4.75081 9 27
37 38 5.05732 17 31

Temps: 1.81 seconds
Valeur OPT: 18.0403
