245 14400 8000 36
175 198775 34551.1 141 109
101 36475 -0 63 48
35 24650 -0 27 21
15 23675 -0 45 35
3 25575 -0 147 113
15 23675 -0 266 205
108 44600 -0 40 31
192 9875 -0 106 81
197 48700 2201.63 458 352
13 47225 -0 26 20
171 46225 1021.02 15 12
211 146550 8363.86 91 70
144 45275 -0 302 232
6 45675 -0 33 26
202 50275 1665.06 331 254
136 20675 -0 121 93
114 30175 -0 110 85
240 38500 -0 50 38
1 39525 -0 20 16
16 33900 -0 8 6
11 147200 227.717 39 30
17 41100 -0 35 27
17 41100 1545 35 27
61 21750 -0 85 66
213 18600 -0 112 86
217 38100 -0 271 208
159 39425 -0 76 59
26 44500 885.455 63 49
172 42175 -0 61 47
26 44500 -0 38 30
19 35075 216.466 99 76
19 35075 1472.71 48 37
16 33900 -0 98 76
177 47225 -0 15 12
197 42575 2176.5 82 64
23 23625 -0 36 27
-1 0 95.5235 182 140
41 35500 -0 57 44
157 22200 -0 54 42
46 34125 -0 50 38
157 22200 -0 65 50
198 31725 -0 87 67
203 27125 -0 54 42
244 42600 -0 67 51
105 23050 -0 30 23
40 24725 902.137 20 16
155 32775 -0 11 9
243 20625 -0 12 9
49 39175 11120.7 182 140
209 34950 -0 46 35
51 149750 1781.15 124 96
11 147900 -0 117 90
188 34650 -0 20 16
105 23050 -0 30 23
32 37050 438.025 53 41
184 28975 -0 35 27
203 27125 -0 30 23
187 35725 -0 36 28
95 27225 -0 93 72
4 28000 -0 117 90
222 18975 -0 11 9
24 20800 -0 0 0
244 41875 -0 30 23
211 141650 4151.53 167 129
140 35225 19868.9 113 87
80 201050 1944.53 48 37
166 41100 1243.15 325 250
28 44375 678.586 97 75
7 12525 -0 36 28
70 47575 781.924 229 176
238 43475 894.612 436 335
132 115050 19100.2 50 38
7 12975 -0 36 28
211 141650 5344.34 273 210
132 111025 10316.4 20 16
140 35225 1842.12 122 94
197 47125 666.742 37 29
151 50400 -0 0 0
187 35725 -0 30 23
163 31200 -0 0 0
174 195100 -0 63 49
52 36050 -0 20 16
201 29600 -0 33 26
163 31200 1253.21 153 118
105 23050 -0 28 21
131 39650 579.267 52 40
221 42325 621.537 72 55
231 47425 806.15 88 68
183 36175 -0 13 10
4 28000 -0 22 17
240 38500 -0 139 107
111 17225 899.573 108 83
212 42250 -0 23 17
45 25550 1802.26 32 24
123 48050 3988.7 77 59
15 22875 -0 233 179
36 6050 1841.57 14 11
148 22275 -0 75 58
88 37075 -0 121 93
46 34125 -0 170 130
50 152900 11832 152 117
137 33700 -0 81 63
107 23800 -0 53 41
95 27225 1750.36 49 38
46 34125 3834.59 95 73
60 21375 -0 23 18
177 45775 -0 20 16
148 22275 -0 12 9
197 44100 350.976 26 20
177 49350 2587.93 33 26
72 14525 -0 30 23
192 9500 -0 45 35
151 50400 -0 0 0
127 51525 2059.81 233 179
89 28750 -0 30 23
209 34950 1412.33 132 101
188 34650 -0 65 50
196 34575 -0 19 15
207 32900 -0 33 26
10 46950 1374.79 38 30
219 18250 -0 16 12
148 22275 -0 18 14
164 37825 224.536 38 30
70 47575 -0 55 43
134 27350 6204.59 25 19
38 25375 -0 371 286
40 23525 -0 39 30
161 50925 -0 95 73
20 148300 1935.79 69 53
136 20675 -0 12 9
134 27350 679.256 78 60
116 37775 147.623 34 26
140 56900 27004.9 110 85
216 28400 -0 47 36
180 25250 -0 40 31
84 25000 -0 94 72
213 17950 -0 100 77
200 31925 -0 20 16
231 44750 -0 50 38
179 25925 -0 59 46
36 6050 986.689 304 234
232 149550 9377.59 93 71
196 33450 165.174 28 21
155 32775 -0 42 32
177 44275 -0 13 10
54 39000 3067.84 588 452
110 16550 -0 30 23
24 20800 -0 108 83
222 18975 -0 60 46
57 37075 1522.58 36 28
238 43475 1356.8 57 44
234 49125 -0 0 0
98 41575 6329.62 57 44
44 23925 2565.41 65 50
76 48550 -0 20 16
198 31725 -0 28 21
37 37350 1034.19 25 19
243 20625 -0 49 38
36 6050 -0 0 0
217 38100 -0 230 177
124 29025 2021.84 59 45
112 50700 2094.34 45 34
32 37050 -0 402 309
114 30175 -0 28 21
183 36175 -0 67 52
114 30175 -0 66 51
143 35850 -0 183 141
215 26325 -0 59 45
78 36875 2891.48 23 18
58 32100 1279.54 118 91
89 28750 -0 61 47
197 45675 -0 28 22
159 39425 -0 50 38
185 37600 -0 0 0
229 191150 -0 310 238
174 195100 -0 76 59
