262 500 500 22
219 136 6.05118 0 65
100 207 29.2752 6 80
251 175 16.6175 72 87
200 100 17.5568 93 22
81 137 3.61576 28 3
133 175 0.220101 5 17
22 60 8.42081 43 4
208 100 27.4246 1 96
126 112 13.0639 36 50
251 181 11.4143 53 14
39 159 25.9483 63 81
75 137 2.35139 25 8
79 173 11.8883 50 54
136 191 13.7848 57 23
143 39 4.72841 1 53
219 78 16.3261 66 48
6 84 24.0208 37 83
219 152 11.545 51 42
74 150 9.40448 47 23
185 136 10.1933 88 44
174 94 19.5029 75 48
250 140 13.0383 48 40
-1 0 15.5946 40 69
120 29 10.953 8 55
120 119 29.1209 69 50
246 79 30.6437 93 93
148 178 13.2879 29 73
198 179 3.20359 5 10
152 106 8.70511 53 18
132 95 3.38521 8 36
18 154 3.36913 24 3
22 152 23.4898 53 98
171 114 1.1853 13 5
115 165 20.0929 47 77
259 108 6.14716 57 15
259 99 17.3374 9 31
220 192 19.2465 74 98
236 61 8.9004 83 5
219 107 29.6959 96 81
162 95 14.0182 42 50
24 139 20.9998 80 84
210 87 11.5278 22 29
44 152 5.56445 56 1
122 131 14.3945 43 52
22 22 16.8115 12 98
22 49 17.0056 73 69
200 57 15.5553 32 71
44 136 5.08391 8 52
143 38 12.4122 79 0
79 177 12.538 79 0
93 69 16.6238 4 96
59 108 4.3422 14 39
162 82 7.83256 17 87
30 200 17.8665 19 59
198 154 5.78529 44 17
47 140 9.99006 5 56
226 126 7.81926 37 19
219 152 19.8659 100 66
114 190 17.4411 62 40
162 69 17.2607 90 0
20 103 19.7075 57 60
90 155 10.5827 44 25
6 129 17.0488 37 92
200 39 12.7795 80 43
163 166 17.7832 60 18
206 200 21.1251 95 41
15 138 17.8404 56 28
59 113 18.9307 56 57
142 152 9.734 9 32
177 133 18.5766 39 82
108 153 15.1463 15 79
31 192 17.8439 4 39
185 142 13.0037 58 19
198 131 10.991 73 36
141 84 0.681958 5 1
162 71 1.36199 12 13
34 156 17.4564 3 75
179 83 15.0678 8 57
136 112 6.68008 31 9
185 152 18.5197 48 72
103 153 1.2293 3 18
115 131 15.4698 52 63
84 141 16.9762 99 0
206 202 21.9764 29 84
219 106 15.2155 12 100
22 48 22.1786 50 94
200 92 24.8255 98 63
152 126 7.83592 4 45
200 72 10.0457 56 29
153 201 5.79787 24 42
120 154 7.16913 33 22
45 80 22.6883 45 83
14 75 28.1861 98 86
22 44 1.36082 4 5
151 107 18.7416 36 56
34 115 24.7452 72 93
6 131 16.6215 26 95
132 82 20.1033 71 19
143 52 15.192 84 39
108 152 18.2805 21 79
145 127 6.33189 99 2
193 160 6.30415 33 4
