48 15 15 0
-1 0 584.491 0 1
30 3187 -0 1 1
28 4174 -0 1 1
13 2200 -0 1 1
2 5218 668.717 1 1
47 3540 -0 1 1
13 3379 -0 1 1
18 3401 -0 1 1
32 3635 -0 1 1
15 3130 1190.32 1 1
44 4695 1722.32 1 1
21 1879 94.9434 1 1
15 3697 1266.57 1 1
0 1232 1008.26 1 1
0 659 -0 1 1
21 2141 -0 1 1
22 3621 2187.3 1 1
42 3284 -0 1 1
35 3069 -0 1 1
26 3731 198 1 1
23 2912 -0 1 1
14 1179 -0 1 1
3 2535 -0 1 1
14 1865 -0 1 1
21 2878 -0 1 0
4 6305 608.604 1 1
30 3186 -0 1 1
35 3232 -0 1 1
39 3695 161.17 1 1
42 3119 -0 1 1
13 2468 625 1 1
13 1870 817.358 1 1
15 2924 -0 1 1
0 2940 1392.79 1 1
44 3472 -0 1 1
39 2928 -0 1 1
42 3585 979.887 1 1
30 3719 777.415 1 1
14 1361 316.17 1 1
23 2246 -0 1 1
33 4300 454.623 1 1
14 1789 933.868 1 1
14 2955 211.849 1 1
27 3524 376.792 1 1
14 2363 -0 1 1
30 3024 -0 1 1
21 2918 -0 1 1
38 2588 -0 1 1

Temps: 0.00 seconds
Valeur OPT: 7064.38
