76 220 220 0
-1 0 -0 0 7
0 39 3.39334 18 3
0 15 26.6812 26 5
68 33 -0 11 12
0 18 -0 30 20
0 41 -0 21 18
68 14 21.5581 19 12
67 19 -0 15 10
67 23 -0 16 33
12 35 -0 29 15
67 35 68.2489 26 25
17 48 4.99001 37 14
26 19 11.4267 16 13
52 41 46.3053 12 27
35 49 5.9229 31 19
29 50 -0 8 14
17 38 41.0019 19 20
0 13 37.8959 20 26
0 48 -0 13 11
8 31 36.1277 15 20
30 53 2.46974 22 15
74 40 -0 28 8
2 39 4.08391 12 28
51 50 5.45921 6 21
0 36 5.85141 27 8
32 45 20.9064 14 19
0 8 -0 18 17
52 26 -0 17 21
74 37 -0 29 9
45 29 15.8743 13 21
75 20 50.2886 22 28
12 58 32.1547 25 19
0 31 7.98637 28 28
68 30 1.60734 27 19
67 18 -0 19 16
7 29 -0 10 6
29 51 4.18653 12 18
17 54 -0 14 0
58 43 24.5072 24 26
67 36 37.9572 16 16
12 29 3.85545 33 12
43 42 17.2311 15 29
43 41 -0 11 30
0 33 -0 18 11
26 32 1.15064 17 27
0 24 13.0216 21 18
67 20 15.2893 27 10
67 41 25.2871 19 14
2 33 3.56956 20 37
63 40 22.2689 5 37
0 44 67.8066 22 31
17 25 11.1506 12 27
0 19 16.973 19 17
0 45 -0 22 22
46 37 24.8959 16 18
75 63 -0 7 11
41 55 36.1288 26 11
54 53 18.8743 14 24
26 28 0.851414 21 26
8 53 64.9836 24 16
4 60 23.5334 13 19
21 53 35.0965 15 16
2 37 17.0019 18 29
0 28 11.1499 11 22
43 47 40.4241 28 13
38 50 -0 9 15
35 51 40.4899 37 30
0 8 40.2282 30 24
0 9 -0 10 12
21 52 30.4969 8 13
4 55 -0 11 1
5 60 -0 3 15
58 39 -0 1 22
33 38 -0 6 22
2 29 21.7917 10 10
0 7 -0 20 6

Temps: 0.00 seconds
Valeur OPT: 364.385
