101 112 112 89
89 22 4.36302 0 28
89 35 3.43498 10 6
13 31 3.19951 7 14
76 40 3.60376 13 7
80 54 4.70561 19 13
89 14 5.02317 26 11
89 13 4.43492 3 29
82 30 2.29345 5 10
82 34 8.83225 9 36
81 52 1.89403 16 3
52 44 2.58758 16 3
89 50 5.15403 12 5
76 45 7.5552 19 27
89 17 2.85541 23 0
93 33 -0 20 9
98 39 5.0621 8 8
93 28 3.9589 19 6
84 32 2.26394 2 3
89 24 5.72186 12 23
47 49 2.81375 17 9
6 55 4.89117 9 19
73 47 2.39025 11 9
97 45 3.70561 18 3
75 70 9.89289 29 7
80 41 3.20907 3 15
54 56 4.06797 6 6
89 41 6.42258 17 14
89 22 6.00093 16 19
0 31 3.63417 16 7
68 45 3.86072 9 10
27 51 5.95848 21 16
69 45 6.34556 27 20
89 61 10.8628 23 25
89 34 6.10942 11 27
81 58 3.34548 14 16
0 67 10.443 8 20
47 41 7.09353 5 1
89 17 2.24136 8 22
14 46 8.75697 16 8
73 65 9.89289 31 12
95 28 2.83353 9 9
2 45 4.06797 5 17
95 32 -0 5 12
98 53 7.46183 7 16
93 33 5.69933 18 8
89 22 6.98359 16 27
82 31 4.90516 1 21
82 34 0.456835 27 2
82 24 11.1157 36 26
52 59 8.97142 30 16
89 37 6.10065 13 30
1 52 3.72633 10 11
89 25 5.83184 9 18
13 27 6.04511 14 26
76 43 4.14302 18 6
89 57 5.06797 2 25
13 55 1.95965 6 18
6 36 4.11259 7 41
95 32 5.33224 18 3
99 21 3.82285 28 9
89 21 3.22098 3 11
93 29 -0 13 9
89 30 4.11127 19 16
62 56 2.32926 10 1
11 77 15.5169 9 16
33 67 15.5169 20 20
27 62 9.03938 25 26
22 69 13.0492 25 18
80 34 5.57493 36 5
27 37 5.03102 6 18
7 50 1.6821 5 5
9 73 4.1775 15 17
73 49 3.84627 25 12
37 43 4.31064 9 23
22 51 1.5505 8 19
22 53 4.29105 18 19
89 27 3.60376 13 10
76 38 3.34548 14 13
79 59 0.659931 3 18
3 45 -0 23 16
89 31 2.47615 6 13
33 42 1.18936 26 13
89 17 2.29966 16 9
60 27 1.79655 11 25
5 25 2.89562 7 35
93 23 7.87628 41 31
5 31 8.53178 35 5
97 27 8.60125 26 14
52 39 4.21292 9 23
-1 0 -0 15 9
63 61 2.40735 3 10
98 26 1.94825 1 9
95 21 0.0713307 2 7
89 17 3.93408 22 11
95 21 4.57743 27 8
89 13 4.38428 20 5
99 21 3.442 11 36
95 21 2.78178 12 17
37 19 2.16018 10 2
95 18 -0 9 2
98 23 4.05343 17 15

Temps: 0.04 seconds
Valeur OPT: 8.2827
