30 4500 4500 23
18 26 9.98333 0 1000
23 80 4.0919 300 300
18 70 34.0319 3100 300
18 75 7.05781 125 550
2 91 4.26537 100 450
1 96 11.5812 200 150
23 86 3.1408 150 150
23 63 1.68337 150 0
23 69 7.61794 450 150
12 76 7.40299 300 300
23 45 3.84614 100 100
10 54 3.5596 950 125
11 55 12.1694 125 950
18 62 3.29864 150 100
-1 71 71 150 3100
10 56 8.16703 550 100
10 65 4.91827 150 150
13 78 8.58988 100 125
23 3 7.12855 150 1500
0 45 3.24486 400 500
23 57 8.92102 300 400
23 29 18.9686 1500 150
19 64 3.29653 100 150
-1 0 25.2542 300 300
1 94 7.16745 500 100
29 95 16.5145 800 150
18 99 12.7846 300 300
29 113 13.2658 100 800
26 123 21.4586 150 200
18 80 4.16258 1000 100

Temps: 0.03 seconds
Valeur OPT: 34.0319
