51 160 160 0
-1 0 -0 0 23
32 33 -0 7 19
38 40 0.960212 30 26
46 51 2.46684 16 17
46 25 -0 9 7
46 16 4.88594 21 30
0 27 -0 15 10
0 39 -0 19 0
48 43 14.2573 23 29
49 37 -0 11 17
46 33 -0 5 6
38 24 16.0265 19 25
46 18 -0 29 27
47 39 21.1671 23 7
0 27 -0 21 11
37 43 -0 10 28
38 48 10.374 15 28
47 39 -0 3 5
47 20 17.2546 41 15
4 60 14.6605 9 21
11 51 -0 28 14
29 60 5.69231 8 8
32 40 -0 8 16
6 42 -0 16 3
14 52 15.626 10 6
0 23 2 28 12
0 43 15.0504 7 23
46 25 6.25729 15 9
11 56 9.2069 14 18
11 42 -0 6 11
38 43 -0 19 10
22 56 -0 11 41
0 19 14.0265 12 14
0 40 11.8329 23 8
50 53 19.1406 26 16
2 60 9.77984 17 15
3 63 35.7135 6 11
5 29 -0 9 19
0 17 -0 15 9
10 50 13.3077 14 10
47 52 31.2202 7 9
13 51 2.11936 27 19
0 32 -0 13 16
4 75 11.6074 11 21
12 44 23.0265 16 10
33 48 1 10 15
0 3 -0 5 5
0 10 -0 25 13
0 21 6.62599 17 15
38 29 -0 18 7
38 39 -0 10 23

Temps: 0.00 seconds
Valeur OPT: 88.0424
