101 200 200 0
-1 0 -0 0 9
69 21 -0 10 3
53 28 -0 7 17
77 31 2116.96 13 23
12 43 880.566 19 16
84 29 7332.29 26 20
89 20 -0 3 9
28 32 -0 5 11
89 39 186.944 9 18
1 39 -0 16 5
0 47 -0 16 2
88 52 -0 12 19
0 25 2929.45 19 16
53 28 1956.41 23 15
100 45 2300.78 20 23
57 48 -0 8 9
84 40 -0 19 18
84 36 -0 2 12
89 26 1175.71 12 18
88 52 -0 17 9
28 36 -0 9 10
0 23 -0 11 1
53 33 560.259 18 10
0 43 2968.12 29 6
76 39 807.244 3 10
55 50 62.3551 6 27
0 15 1921.72 17 28
0 11 -0 16 1
0 7 1783.63 16 7
79 44 -0 9 11
70 41 973.437 21 18
52 35 2102.44 27 36
90 48 1089.87 23 23
50 30 1927.72 11 35
50 45 2537.26 14 5
27 53 -0 8 14
52 57 765.976 5 13
53 30 -0 8 5
59 58 1891.9 16 18
56 44 -0 31 16
53 17 489.433 9 6
21 40 -0 5 7
94 39 1237.41 5 19
57 50 2194.16 7 9
100 45 2603.41 18 26
84 40 2115.44 16 27
83 56 -0 1 11
48 58 3308.05 27 25
82 40 2248.22 36 12
7 58 1919.54 30 16
28 19 -0 13 21
28 32 2178.81 10 7
27 21 645.519 9 17
0 9 -0 14 36
12 38 800.244 18 3
53 40 -0 2 8
21 34 376.059 6 20
40 34 -0 7 3
53 22 465.716 18 8
95 33 -0 28 5
5 39 -0 3 9
85 39 -0 13 19
88 50 1252.17 19 6
90 49 -0 10 2
27 63 -0 9 5
70 67 -0 20 9
50 46 3542.11 25 11
39 55 1686.8 25 3
80 33 595.909 36 14
0 15 1783.59 6 16
69 34 -0 5 29
9 49 -0 15 6
21 33 1066.85 25 9
40 29 2823.83 9 30
73 34 -0 8 15
73 39 -0 18 0
0 18 -0 13 16
76 24 317.051 14 10
79 43 -0 3 14
77 33 -0 23 13
28 30 -0 6 8
33 35 101.442 26 13
0 34 908.514 16 41
18 39 -0 11 26
0 25 715.926 7 25
89 35 -0 41 26
84 45 3797.31 35 20
96 39 3347.25 26 19
0 33 -0 9 7
0 14 2178.9 15 12
69 41 774.011 3 16
85 39 -0 1 22
6 31 -0 2 9
96 35 441.739 22 13
6 24 1940.51 27 17
89 27 -0 20 2
6 28 1176.93 11 8
95 33 1465.97 12 3
37 32 -0 10 25
96 30 191.539 9 27
37 35 1874.9 17 31

Temps: 0.00 seconds
Valeur OPT: 30793.5
