102 100 1 57
7 7600 273.463 2 0
3 7750 273.463 2 0
6 5725 207.785 2 0
10 7275 244.947 1 0
15 6425 83.4728 2 0
15 6425 146.58 3 0
12 5175 -0 1 0
11 5650 233.93 3 0
11 5650 133.723 2 0
14 6625 273.463 2 0
14 6625 -0 1 0
13 5375 -0 1 0
25 4700 -0 1 0
25 4700 -0 1 0
20 5700 83.4728 2 0
20 5700 135.669 2 0
25 4700 117.549 2 0
12 5175 133.723 2 0
22 5500 78.1463 1 0
16 5450 208.92 4 0
24 4625 70.7677 2 0
24 4625 124.312 2 0
32 4975 -0 1 0
22 5500 273.463 2 0
30 3575 3.14217 2 0
30 3575 -0 2 0
31 6175 -0 1 0
31 6175 125.209 3 0
32 4975 133.723 2 0
36 5750 373.058 1 0
34 2775 49.2752 2 0
37 5875 128.069 1 0
42 4100 70.7677 2 0
26 6375 220.184 2 0
48 1775 3.14217 2 0
42 4100 273.463 2 0
35 4975 145.768 2 0
44 4950 133.723 2 0
37 5875 66.5272 2 0
40 6725 273.463 2 0
38 6575 -0 1 0
48 1775 44.8786 3 0
41 3300 3.14217 2 0
46 2450 27.6297 3 0
49 4000 70.7677 2 0
53 6175 83.4728 2 0
56 1675 83.4728 2 0
56 1675 125.209 3 0
57 500 70.7677 2 0
58 3175 -0 2 0
46 2450 3.14217 2 0
57 500 41.7364 1 0
44 4950 233.347 3 0
60 5475 273.463 2 0
66 2575 83.4728 2 0
49 4000 133.723 2 0
57 500 83.4728 2 0
-1 0 41.7364 1 0
67 2250 83.4279 2 0
56 1675 41.7364 1 0
63 4600 154.962 2 0
63 4600 78.1463 1 0
58 3175 -0 1 0
64 3975 -0 1 0
62 3800 -0 1 0
51 1000 83.4728 2 0
65 2175 29.0313 1 0
68 1325 71.5941 2 0
69 1100 -0 1 0
57 500 41.7364 1 0
69 1100 -0 1 0
65 2175 117.549 2 0
70 1400 66.9456 1 0
51 1000 83.4728 2 0
72 1625 -0 1 0
74 1825 -0 1 0
75 2300 -0 1 0
75 2300 41.7364 1 0
65 2175 83.4728 2 0
68 1325 83.4728 2 0
77 2850 41.7364 1 0
70 1400 100 2 0
79 2250 41.7364 1 0
82 2425 83.4279 1 0
80 3200 125 1 0
74 1825 49.0811 2 0
84 3800 273.463 1 0
77 2850 41.7364 1 0
85 2700 117.82 1 0
88 2800 91.7364 1 0
82 2425 41.7364 1 0
88 2800 41.7364 1 0
71 3350 235.818 2 0
82 2425 83.4728 2 0
95 2950 41.7364 1 0
76 2375 -0 1 0
95 2950 233.682 1 0
93 3525 96.4158 1 0
93 3525 83.4728 2 0
100 3400 179.651 2 0
66 2575 -0 2 0
64 3975 78.1463 1 0

Temps: 0.02 seconds
Valeur OPT: 41.7364
