54 70 1 17
9 3650 -0 2 0
3 2900 75 1 0
5 3950 -0 2 0
8 1775 750 2 0
8 1775 2125 2 0
6 3475 -0 1 0
10 2550 -0 2 0
10 2550 100 3 0
13 1225 -0 1 0
12 1700 100 3 0
12 1700 -0 2 0
6 3475 -0 1 0
14 1425 -0 1 0
17 750 -0 1 0
17 750 -0 1 0
16 3275 -0 2 0
10 2550 -0 2 0
-1 0 -0 2 0
17 750 -0 2 0
20 2325 -0 2 0
14 1425 -0 2 0
22 1875 -0 2 0
17 750 -0 2 0
24 5800 -0 1 0
11 4125 -0 3 0
22 1875 -0 2 0
24 5800 -0 1 0
23 6000 -0 2 0
26 6100 -0 2 0
26 6100 -0 2 0
31 6950 25 2 0
29 6800 -0 1 0
22 1875 -0 3 0
38 5225 -0 2 0
41 7400 2675 2 0
31 6950 -0 2 0
32 3650 -0 2 0
25 2675 575 3 0
39 4400 -0 2 0
32 3650 -0 2 0
33 6175 1300 3 0
45 6700 -0 2 0
38 5225 25 2 0
39 4400 -0 2 0
36 4425 -0 1 0
48 5825 -0 2 0
48 5825 -0 1 0
39 4400 -0 1 0
49 5200 -0 1 0
47 5025 -0 1 0
3 2900 725 2 0
1 3450 -0 1 0
1 3450 -0 1 0
49 5200 -0 1 0

Temps: 0.00 seconds
Valeur OPT: 1550
