262 500 500 44
146 118 16.3435 0 93
229 180 18.8539 6 42
193 169 15.6989 72 71
199 81 15.626 93 10
21 119 9.10535 28 13
19 133 4.28096 5 57
165 78 9.93766 43 9
25 76 15.5232 1 98
135 101 9.93461 36 19
26 155 12.5692 53 58
44 139 18.0329 63 53
62 136 15.9928 25 83
261 157 1.26181 50 4
219 160 19.3581 57 15
143 71 10.1742 1 50
219 72 7.0646 66 53
135 87 15.0257 37 68
78 139 11.1468 51 53
30 146 14.8116 47 73
185 103 21.4678 88 58
44 85 11.3569 75 4
44 91 11.1169 48 73
120 40 4.93491 40 4
120 44 6.97672 8 72
171 143 31.0864 69 98
44 54 23.4781 93 93
199 150 7.737 29 79
0 150 14.8253 5 100
256 115 22.5039 53 96
85 85 9.86586 8 77
207 140 1.35447 24 5
205 178 18.9011 53 57
85 97 2.53521 13 88
252 152 16.3786 47 50
256 104 12.7553 57 0
259 97 3.46585 9 72
224 179 9.9472 74 19
165 61 11.0393 83 1
102 100 15.8566 96 25
102 89 12.0444 42 64
32 140 17.258 80 55
111 78 0.725265 22 19
197 161 18.8168 56 84
84 113 13.7124 43 87
-1 0 8.73762 12 80
199 70 14.8992 73 17
199 47 7.46657 32 56
39 137 0.953895 8 14
44 54 19.0617 79 84
185 156 23.3782 79 55
63 97 0.963224 4 58
132 102 5.12307 14 67
219 77 5.69114 17 22
73 167 12.06 19 28
204 144 11.7078 44 78
47 148 2.22333 5 2
38 117 9.02769 37 28
62 140 4.21456 100 18
165 179 15.5833 62 39
171 88 16.4819 90 37
257 99 12.6506 57 89
90 154 2.74475 44 5
177 102 6.37267 37 29
216 62 4.48025 80 18
163 132 19.4654 60 90
199 177 14.6226 95 53
254 146 7.5866 56 33
111 99 16.7899 56 57
234 148 6.21744 9 26
177 100 5.12683 39 9
244 138 0.790372 15 96
185 176 0.196676 4 1
185 111 14.2624 58 47
96 111 16.9213 73 72
104 83 1.47374 5 0
219 88 9.39838 12 92
154 150 20.7789 3 56
93 92 10.2171 8 45
32 108 9.26009 31 21
96 137 11.183 48 56
254 154 3.50228 3 43
138 120 6.40409 52 62
135 119 14.2235 99 60
204 156 5.29667 29 50
135 81 15.4799 12 96
44 40 3.56688 50 0
151 102 9.55102 98 8
256 129 7.39843 4 24
120 96 9.315 56 8
135 170 3.68996 24 65
133 153 1.60272 33 0
23 91 6.43388 45 28
253 92 15.4416 98 0
46 71 1.81259 4 0
151 100 18.0376 36 81
188 112 20.3798 72 50
199 93 7.7772 26 0
132 83 12.32 71 79
174 74 20.2628 84 66
115 140 4.54427 21 29
145 117 19.8347 99 86
135 136 10.135 33 41
15 79 10.8595 84 21
32 150 4.28615 74 31
141 72 13.5949 93 24
85 94 7.81334 25 23
121 203 14.1044 39 98
46 90 13.3818 42 79
140 128 17.5518 77 33
20 87 9.33394 68 17
41 97 11.4608 50 40
44 26 22.5573 42 93
104 122 17.2159 71 63
233 157 30.7663 85 99
251 150 12.5319 78 45
145 119 7.10303 64 3
126 82 14.0399 5 83
22 104 20.5246 93 6
123 90 1.62697 18 4
239 109 22.7359 38 85
44 33 5.71095 29 33
89 189 9.73188 81 2
84 125 9.84687 4 43
135 89 9.69058 23 69
207 154 4.88039 11 37
163 139 23.9236 86 99
25 77 4.11181 2 38
219 152 19.5185 31 42
22 72 7.17396 54 39
133 161 21.2959 87 94
129 179 7.50559 17 1
102 134 18.6639 81 85
85 75 18.6846 72 55
5 134 2.61347 10 17
132 124 21.2041 50 0
44 70 14.4471 25 82
102 99 14.4833 71 50
73 140 17.5869 85 15
21 98 17.7661 51 71
202 176 1.83458 29 0
246 66 5.67846 55 18
44 62 21.1942 45 97
68 151 4.16314 100 0
174 61 2.25724 38 24
111 90 16.533 11 84
21 112 11.6926 82 49
135 83 2.96434 50 10
29 131 2.62645 39 36
26 159 1.42133 6 0
86 116 15.082 87 5
69 184 22.5695 83 97
44 94 4.34138 22 14
208 74 19.2703 24 92
9 162 2.07644 69 18
