33 8000 8000 5
5 131 65.6466 0 1700
6 30 6.49233 700 40
12 19 8.78154 400 900
12 41 22.7309 400 2500
7 110 65.6466 1200 4000
-1 0 0.0307238 40 300
5 4 -0 80 450
6 5 18.5835 2000 1000
5 12 10.9222 900 1400
7 13 8.78154 600 750
5 10 10.8276 750 1500
5 19 15.9824 1500 1300
5 10 13.4086 150 1600
6 24 4.42985 250 750
7 50 17.4497 1600 700
13 51 6.49233 450 600
26 106 24.9842 700 2000
5 60 6.72094 550 600
8 53 1.98635 650 150
18 54 2.5943 200 650
32 53 8.36087 400 400
12 67 3.00252 300 700
20 65 22.0362 1300 1200
20 85 14.3495 700 250
9 88 15.537 750 400
11 66 17.4596 1400 400
5 60 46.0041 4000 500
26 77 11.8789 600 550
32 77 14.4571 1000 80
31 81 14.6045 500 700
31 68 27.419 2500 0
6 43 19.3202 1700 200
5 9 13.5187 1100 1100

Temps: 0.05 seconds
Valeur OPT: 65.6466
