262 500 500 74
215 82 14.247 0 93
142 161 9.81357 6 42
260 104 14.2656 72 71
118 77 13.4086 93 10
81 75 3.67114 28 13
79 104 6.80095 5 57
165 91 9.05102 43 9
160 60 13.0498 1 98
215 70 7.49178 36 19
26 138 9.74851 53 58
238 132 12.4414 63 53
235 108 12.9108 25 83
213 98 3.57626 50 4
163 163 17.6536 57 15
143 117 6.91314 1 50
84 106 10.8887 66 53
165 110 12.4812 37 68
55 165 17.564 51 53
30 99 14.0873 47 73
185 82 14.0553 88 58
109 115 13.3732 75 4
74 52 10.6603 48 73
160 95 5.43494 40 4
48 93 8.60955 8 72
74 138 18.6068 69 98
74 43 21.6367 93 93
148 126 11.2586 29 79
260 88 20.843 5 100
95 110 21.2543 53 96
227 125 4.56169 8 77
213 87 2.81551 24 5
205 147 19.5806 53 57
59 129 9.59202 13 88
138 79 13.3244 47 50
160 80 9.27606 57 0
192 112 6.58256 9 72
183 144 8.27914 74 19
104 84 13.2102 83 1
123 114 14.9671 96 25
146 109 11.959 42 64
24 154 18.2336 80 55
20 133 2.68553 22 19
203 158 19.5428 56 84
116 110 13.8163 43 87
126 77 10.843 12 80
187 106 8.13064 73 17
216 81 7.42653 32 56
175 135 3.34943 8 14
196 85 19.0416 79 84
12 113 12.2179 79 55
63 135 8.46879 4 58
52 142 10.9979 14 67
215 91 4.52501 17 22
30 133 5.79823 19 28
260 110 16.8736 44 78
47 141 0.470164 5 2
82 124 7.31394 37 28
203 117 7.19037 100 18
183 141 11.6037 62 39
162 102 13.7748 90 37
109 127 17.3127 57 89
12 121 4.40515 44 5
135 95 4.65457 37 29
216 87 8.0601 80 18
224 98 18.1506 60 90
130 161 22.8852 95 53
175 150 2.11479 56 33
32 156 6.27611 56 57
21 100 8.58944 9 26
74 86 3.04793 39 9
209 102 12.5594 15 96
202 146 1.36911 4 1
213 82 15.7088 58 47
198 92 17.4474 73 72
-1 0 0.649772 5 0
162 97 8.51349 12 92
154 121 11.1277 3 56
216 121 11.8297 8 45
52 134 3.97054 31 21
213 88 15.0115 48 56
238 150 2.6279 3 43
100 70 10.567 52 62
224 83 14.5822 99 60
173 111 12.9962 29 50
135 84 13.2853 12 96
104 88 7.16336 50 0
192 145 15.2588 98 8
188 115 9.10101 4 24
192 133 8.62034 56 8
167 150 9.13389 24 65
61 123 2.85453 33 0
93 110 7.76396 45 28
222 124 13.6593 98 0
74 91 0.48357 4 0
151 156 13.2478 36 81
34 95 14.3468 72 50
112 82 6.26375 26 0
132 137 12.7882 71 79
196 121 21.5688 84 66
115 100 0.934826 21 29
74 55 20.2175 99 86
163 114 8.00586 33 41
15 111 13.7453 84 21
126 144 12.6763 74 31
74 14 18.108 93 24
140 145 11.946 25 23
74 152 24.3621 39 98
199 129 15.6677 42 79
115 103 9.60705 77 33
104 114 11.6757 68 17
20 122 9.11182 50 40
141 92 17.7026 42 93
213 66 14.5395 71 63
213 142 17.1304 85 99
104 118 10.6974 78 45
145 79 11.0702 64 3
74 36 11.6201 5 83
196 107 8.96941 93 6
141 65 0.0767243 18 4
218 120 11.1435 38 85
22 101 3.04192 29 33
224 164 7.42661 81 2
224 103 6.30829 4 43
118 67 9.91618 23 69
18 120 5.91462 11 37
64 107 21.9105 86 99
116 39 3.66416 2 38
175 174 14.2368 31 42
196 107 11.5224 54 39
130 123 19.5726 87 94
74 102 1.59689 17 1
82 111 19.3648 81 85
59 130 15.0624 72 55
5 106 2.0495 10 17
29 160 8.17454 50 0
213 75 11.2133 25 82
213 124 13.8775 71 50
30 99 7.96674 85 15
21 58 13.9646 51 71
68 139 7.23944 29 0
74 49 8.30289 55 18
74 17 18.8475 45 97
68 105 4.84581 100 0
104 97 5.26474 38 24
152 105 11.5937 11 84
100 69 10.8814 82 49
126 79 8.89616 50 10
201 167 1.41547 39 36
2 120 -0 6 0
184 148 21.3639 87 5
183 139 17.4806 83 97
45 152 0.987016 22 14
104 75 16.2951 24 92
9 145 9.08865 69 18
145 98 11.8326 97 3
145 108 16.7023 65 74
246 113 20.1399 97 90
82 93 7.68169 79 11
227 145 19.2078 79 65
20 183 18.963 46 56
74 39 10.2314 52 25
216 94 15.9025 39 100
141 94 14.429 94 35
224 77 13.0466 97 50
140 70 5.31075 18 8
104 72 10.9154 3 77
213 80 11.4068 23 64
163 144 11.362 19 59
47 143 8.10021 40 47
165 102 10.6891 49 51
2 115 12.977 96 44
181 109 9.52276 58 54
74 40 4.58233 15 11
260 85 5.94261 21 44
196 92 4.20117 56 2
74 120 6.08032 67 6
162 120 5.96454 10 39
69 91 5.75811 36 11
174 133 19.9673 84 77
161 99 10.0725 59 36
216 85 15.0029 85 60
162 108 14.2566 60 94
95 110 9.73641 33 23
83 135 3.69293 62 5
192 101 10.0753 70 52
215 80 10.4826 79 5
21 83 21.0794 98 56
46 95 13.2498 99 98
246 94 5.00912 18 0
114 153 7.97573 55 36
213 59 20.5835 75 75
5 113 14.5735 94 69
74 92 15.8903 89 42
163 107 13.1981 13 74
214 156 14.7554 19 85
173 114 14.5502 19 76
141 80 16.1047 90 93
38 158 10.1116 35 46
141 91 10.6466 76 70
246 71 10.2803 3 75
180 102 10.5281 11 57
78 146 20.7829 98 95
100 116 27.8116 92 98
235 116 6.29945 1 50
198 99 8.10793 2 36
145 131 11.4662 63 14
83 134 12.0297 57 38
166 95 9.74801 50 19
246 56 10.3703 19 54
21 79 7.81197 24 51
41 134 10.7232 14 71
100 121 8.6449 18 40
91 137 19.7577 77 99
74 31 9.41409 28 24
163 114 14.6769 72 79
74 30 13.4414 49 87
74 75 16.9237 58 97
141 121 16.4834 84 63
192 100 8.76627 58 39
75 107 7.11038 41 13
2 137 21.278 98 81
130 120 18.3081 77 31
215 88 12.1685 57 22
157 110 2.79641 39 19
74 73 13.5554 99 52
241 110 9.47601 83 3
52 138 19.6733 54 98
109 120 12.8989 86 4
166 140 2.10352 2 3
209 144 13.0511 14 72
82 132 9.22581 42 43
202 130 8.89747 14 79
68 126 8.19862 55 15
74 118 3.28086 2 18
21 85 3.64101 18 29
82 97 6.9227 17 37
196 87 7.93347 22 57
177 95 5.26518 28 29
131 123 3.11485 3 12
192 113 11.2473 96 14
117 117 11.2583 53 12
235 102 4.64968 15 58
135 123 11.2241 36 42
165 90 11.2555 98 12
138 104 15.4216 78 99
201 162 21.4443 92 49
74 32 12.0729 65 62
74 138 10.5184 64 2
57 171 13.1064 43 80
62 99 12.8093 50 48
25 69 6.29313 0 25
224 120 7.44686 0 78
74 90 9.1201 0 86
196 100 2.5393 0 8
135 128 5.85177 0 32
30 102 12.9609 0 83
81 98 4.67476 0 39
215 105 8.29127 0 84
175 136 2.90034 0 0
34 113 4.41199 0 3
74 71 8.90637 0 48
79 94 3.9264 0 22

Temps: 88.99 seconds
Valeur OPT: 73.0218
