76 220 220 30
68 19 3.41428 0 26
62 28 4.45961 18 20
30 8 4.69261 26 15
44 41 3.51862 11 11
68 24 2.76619 30 10
47 35 1.73152 21 8
68 16 6.60766 19 30
46 34 2.46369 15 3
46 32 3.70607 16 19
51 57 2.90607 29 5
68 50 6.90972 26 21
53 53 9.39141 37 37
40 47 4.2682 16 18
27 29 5.57026 12 22
67 53 6.1051 31 15
29 31 7.15667 8 29
6 38 4.53415 19 15
0 37 6.33307 20 30
50 61 5.18553 13 27
30 37 5.37037 15 18
37 42 3.66643 22 14
47 34 4.76171 28 22
62 31 2.9666 12 8
63 49 3.80234 6 17
44 55 5.95205 27 20
2 59 3.55067 14 29
75 31 5.05566 18 27
45 21 5.55956 17 31
2 25 6.25364 29 20
30 15 3.91415 13 13
-1 0 2.54062 22 11
10 70 1.14489 25 16
68 43 3.60821 28 6
6 30 4.6974 27 15
46 24 3.56232 19 26
46 34 2.63275 10 16
47 34 -0 12 16
2 36 3.61373 14 14
34 50 6.59052 24 22
75 55 3.09969 16 11
30 39 4.30643 33 7
62 52 6.51796 15 10
43 49 4.69845 11 14
1 44 2.20414 18 19
68 35 4.74991 17 33
30 14 5.33392 21 28
30 20 5.50179 27 22
30 15 4.18506 19 19
30 24 4.62464 20 21
68 49 5.81732 5 18
44 54 3.7264 22 6
30 35 4.21141 12 18
34 29 3.53784 19 17
68 43 3.95777 22 12
30 29 6.17185 16 28
50 81 13.0274 7 28
2 43 6.13601 26 12
47 36 1.92554 14 9
30 46 1.67874 21 0
14 68 11.2293 24 11
29 41 8.42805 13 37
47 37 3.14659 15 12
30 18 -0 18 10
30 33 4.10949 11 19
73 53 6.98932 28 26
68 54 3.07664 9 1
35 60 9.1449 37 25
2 28 3.51039 30 13
30 10 2.60913 10 13
47 28 4.18506 8 16
47 42 5.8283 11 24
30 43 4.99686 3 24
46 49 3.26988 1 27
2 22 -0 6 19
30 20 0.670408 10 21
68 17 3.02767 20 12

Temps: 0.47 seconds
Valeur OPT: 26.3864
