76 100 100 38
26 53 1.59264 0 16
73 69 4.46244 18 8
68 65 5.93597 26 3
38 46 0.378634 11 14
67 60 8.8498 30 19
19 73 8.18687 21 17
72 55 4.56468 19 27
38 35 8.32723 15 21
65 45 7.52079 16 29
39 34 7.78423 29 19
38 21 12.3332 26 37
65 20 12.8936 37 14
72 41 5.96668 16 11
19 55 5.95677 12 19
38 23 10.1718 31 25
57 74 7.90332 8 30
32 48 7.96432 19 20
10 53 5.7099 20 21
44 57 7.42729 13 11
38 30 4.16945 15 12
57 82 3.30768 22 12
14 72 6.84124 28 9
33 79 4.54299 12 24
49 64 10.3054 6 37
3 65 11.3455 27 15
32 45 9.42729 14 17
7 45 6.56636 18 13
34 61 3.65268 17 15
74 76 10.1626 29 27
-1 63 63 13 21
0 68 7.84124 22 20
58 55 18.7215 25 18
38 28 9.42729 28 22
72 59 7.16417 27 5
14 46 0.62824 19 10
65 37 -0 10 29
-1 83 83 12 26
75 81 8.6029 14 13
-1 0 6.80997 24 12
72 27 5.7099 16 11
32 40 8.81756 33 1
38 75 7.07419 15 16
43 78 4.98311 11 6
16 72 4.60832 18 16
72 42 2.01596 17 6
11 55 7.13435 21 8
14 46 10.2251 27 22
7 72 8.66615 19 22
-1 70 70 20 28
32 50 -0 5 15
9 49 7.91233 22 11
44 63 4.9195 12 0
34 56 7.72413 19 22
65 31 11.0836 22 16
7 54 9.76736 16 7
25 55 6.31964 7 27
3 71 11.5424 26 18
7 65 0.685856 14 12
38 23 -0 21 10
11 41 17.8054 24 31
35 84 4.42387 13 19
32 93 15.2371 15 18
73 70 7.19295 18 26
16 59 7.29345 11 19
-1 86 86 28 18
38 12 7.08362 9 24
65 31 13.8936 37 33
19 48 7.76259 30 10
75 57 5.40523 10 15
75 95 16.9394 8 28
65 88 5.61947 11 13
47 85 6.42402 3 30
38 21 5.04345 1 28
38 63 2.78639 6 14
75 67 4.18687 10 20
38 48 8.13158 20 26

Temps: 0.01 seconds
Valeur OPT: 18.1204
