101 112 112 0
-1 0 -0 0 11
69 30 3587.04 10 27
58 23 1476.75 7 30
77 32 -0 13 10
54 41 617.838 19 6
61 36 3146.99 26 17
53 19 1553.96 3 18
52 26 -0 5 3
18 32 -0 9 2
28 46 1862.98 16 3
31 44 680.732 16 25
10 57 2467.71 12 36
26 32 2470.5 19 19
58 26 3600.94 23 9
0 37 1675.34 20 15
87 49 557.167 8 18
61 33 3170.99 19 20
99 39 -0 2 6
52 22 1676.28 12 26
48 49 1385.03 17 16
30 45 2514.01 9 16
28 30 2289.72 11 18
74 39 3153.37 18 14
41 50 1595.08 29 2
50 48 2038.99 3 29
26 45 807.9 6 13
28 23 1933.5 17 23
0 12 1099.62 16 13
0 12 347.617 16 12
79 46 4312.14 9 25
70 36 850.85 21 10
53 29 3053.96 27 6
90 50 1910.72 23 10
77 36 3964.61 11 41
77 44 1354.24 14 9
34 54 1304.59 8 12
52 42 -0 5 7
92 28 -0 8 11
100 51 3123.19 16 20
26 47 2095.96 31 13
58 21 1183.45 9 17
58 36 1723.24 5 16
97 29 -0 5 2
2 48 4111.96 7 31
16 41 944.024 18 8
8 51 -0 16 0
8 46 -0 1 8
48 43 847.864 27 21
7 33 4417.53 36 26
7 49 3891.97 30 25
0 24 2573.97 13 27
69 40 1277 10 20
0 12 881.28 9 14
0 6 2453.69 14 13
0 27 -0 18 9
54 47 918.606 2 16
2 45 1436.65 6 15
40 39 2799.45 7 28
53 13 633.29 18 8
92 26 2649.18 28 5
95 33 -0 3 9
0 26 -0 13 8
31 38 2430.28 19 10
27 45 1632.7 10 7
63 72 1285.02 9 19
28 62 249.323 20 9
0 50 1182.43 25 3
26 57 918.95 25 5
28 36 2641.83 36 16
27 21 631.626 6 17
28 31 881.158 5 23
9 61 938.806 15 11
58 31 689.32 25 16
72 37 3433.84 9 19
58 33 -0 8 26
74 39 340.314 18 12
28 23 1091.94 13 7
28 27 -0 14 3
0 42 -0 3 7
77 34 2816.03 23 23
68 40 -0 6 1
33 40 -0 26 1
18 35 3587.72 16 18
18 36 2536.15 11 9
99 38 -0 7 5
95 28 3162.99 41 9
61 37 4851.27 35 35
97 25 2768.67 26 9
7 34 -0 9 3
0 22 2434.81 15 18
31 45 -0 3 14
37 34 -0 1 9
95 22 -0 2 19
99 29 3688.79 22 11
95 22 1171.29 27 16
0 16 878.119 20 6
0 22 -0 11 5
95 19 1627.86 12 27
92 27 1556.12 10 5
95 23 1031.44 9 36
85 32 1591.86 17 22

Temps: 0.00 seconds
Valeur OPT: 16581.4
