48 15 15 0
-1 0 1008.75 0 1
15 3009 -0 1 1
46 3701 2673.7 1 1
0 1168 2603.64 1 1
3 4278 -0 1 1
0 2322 -0 1 1
29 4220 1918.38 1 1
18 3393 -0 1 1
40 3389 2465.36 1 1
0 2793 3839.27 1 1
21 5823 586 1 1
23 3462 1425.44 1 1
15 2931 1099.24 1 1
0 1329 -0 1 1
0 1517 -0 1 1
21 2573 -0 1 1
22 2958 -0 1 1
26 4206 497.056 1 1
43 3162 -0 1 1
29 3895 2100.71 1 1
46 2764 2086.18 1 1
0 1216 1178.92 1 1
33 2443 -0 1 1
14 2486 2122.34 1 1
41 4274 4478.36 1 1
41 5108 -0 1 1
18 3936 -0 1 1
43 3539 892.461 1 1
47 3872 1428.8 1 1
20 3694 345.036 1 0
15 3839 2240.71 1 1
38 4160 6835.71 1 1
15 2858 1545.88 1 1
3 1631 436.629 1 1
22 5217 1910.02 1 1
18 3593 50.9614 1 1
19 4173 2406.78 1 1
46 3777 3809.02 1 1
14 2460 2313.6 1 1
46 3813 1063.16 1 1
0 1923 4335.73 1 1
5 2989 -0 1 1
29 4013 -0 1 1
15 2987 -0 1 1
25 6512 -0 1 1
32 3269 -0 1 1
21 2029 -0 1 1
33 2400 -0 1 1

Temps: 0.00 seconds
Valeur OPT: 33829.4
