76 180 180 67
67 13 3.53254 0 25
73 49 8.572 18 37
75 35 4.04807 26 9
26 34 13.6954 11 37
75 22 7.18696 30 14
67 29 5.57391 21 11
75 27 4.06027 19 10
67 23 4.79998 15 1
46 18 4.64568 16 19
39 41 1.8165 29 15
67 39 8.93934 26 33
53 48 10.4351 37 13
26 20 6.96956 16 29
52 31 4.74052 12 21
46 31 9.74722 31 14
5 43 3.6644 8 12
17 45 5.60508 19 22
34 30 5.0548 20 15
50 60 7.44413 13 12
8 28 4.84349 15 8
29 38 5.91495 22 8
27 48 7.78808 28 20
75 48 7.85155 12 28
67 43 5.73555 6 24
40 66 11.8207 27 31
39 54 5.03027 14 19
67 11 3.74889 18 10
46 22 5.17357 17 30
74 46 5.67667 29 12
67 20 4.48684 13 18
0 30 6.74576 22 22
67 49 8.51988 25 21
75 40 5.78119 28 13
73 48 5.97374 27 19
67 9 4.96648 19 17
67 21 4.89327 10 22
48 51 3.79394 12 13
20 45 4.24058 14 19
65 44 6.54578 24 11
26 34 -0 16 27
26 24 5.90194 33 16
73 60 7.53822 15 29
29 60 3.1902 11 6
1 58 8.89133 18 30
40 39 4.47725 17 26
34 30 6.13003 21 19
34 12 4.07743 27 5
75 36 6.43867 19 28
67 37 5.452 20 16
75 52 -0 5 20
51 49 7.24612 22 15
0 24 -0 12 24
34 21 4.96648 19 11
67 29 3.5343 22 26
34 27 4.94724 16 15
9 61 8.64063 7 22
51 52 5.73212 26 20
34 34 4.92348 14 7
39 51 4.78631 21 28
8 47 -0 24 18
46 52 6.32347 13 18
73 61 2.42173 15 0
26 48 4.02928 18 16
67 43 6.25844 11 26
67 63 15.0595 28 27
67 37 3.21239 9 11
26 43 11.1399 37 16
-1 0 7.20784 30 12
75 22 3.82227 10 17
47 51 4.80324 8 21
20 48 7.00096 11 10
34 47 2.36921 3 3
39 43 6.48758 1 18
67 39 5.76126 6 27
29 33 3.79251 10 14
67 11 4.43914 20 6

Temps: 0.43 seconds
Valeur OPT: 31.4529
