76 180 180 34
75 14 0.00152543 0 8
73 42 0.011432 18 13
34 22 2.03838 26 6
0 41 3.16214 11 16
34 18 7.0359 30 18
29 29 2.35789 21 18
68 21 2.90378 19 27
34 23 3.12446 15 1
34 15 2.76664 16 9
52 43 4.12411 29 19
58 41 0.310308 26 28
34 32 5.38748 37 22
26 36 4.14107 16 26
46 24 2.0544 12 14
34 27 9.51184 31 20
46 27 1.9639 8 25
51 35 4.17556 19 14
0 32 3.65465 20 30
26 54 2.20336 13 26
34 24 2.55546 15 11
37 43 3.36609 22 24
45 38 4.10561 28 11
46 52 4.25348 12 22
6 50 0.320341 6 19
44 60 4.00623 27 11
9 62 5.70852 14 31
34 13 2.94575 18 27
52 18 2.51732 17 18
45 35 3.13835 29 5
46 22 2.55871 13 16
45 27 4.61417 22 18
65 57 4.2308 25 21
51 41 2.96715 28 8
6 32 3.65878 27 12
-1 0 0.800629 19 0
8 22 2.20209 10 10
47 42 2.95288 12 16
34 29 0.742067 14 12
65 39 3.11507 24 27
72 39 4.58809 16 19
67 28 4.9233 33 10
33 50 0.651177 15 20
68 52 4.16825 11 20
73 51 1.04635 18 22
51 37 1.66782 17 21
34 11 2.83581 21 6
34 4 3.76208 27 19
45 33 2.76315 19 12
29 31 3.99394 20 24
16 54 4.03415 5 13
40 48 3.67016 22 16
34 23 2.63632 12 10
34 8 2.54787 19 19
8 34 5.91893 22 37
34 29 3.30704 16 15
32 65 5.38934 7 3
23 59 5.71142 26 26
15 36 1.79695 14 22
26 33 2.01506 21 7
46 35 9.51977 24 29
37 50 2.55787 13 13
74 50 3.31806 15 11
34 34 4.5102 18 15
33 52 4.1532 11 12
0 60 9.51977 28 21
34 32 0.0044383 9 37
34 47 4.24122 37 17
34 8 4.07982 30 30
34 15 1.59331 10 28
68 49 6.692 8 17
68 55 6.86988 11 15
13 58 1.05298 3 15
26 29 0.074755 1 14
68 32 1.07956 6 29
2 30 2.32648 10 33
34 10 3.12388 20 28

Temps: 0.19 seconds
Valeur OPT: 9.4573
