31 140 140 0
-1 0 -10.2752 0 10
26 31 35.4042 24 60
24 19 9.3551 34 24
24 12 15.3676 11 29
20 11 42.6945 15 90
20 25 19.1673 11 35
20 14 36.5288 1 80
20 10 1.59949 3 9
2 23 27.6412 29 17
13 31 10.9071 6 39
0 13 60.6385 25 123
16 27 38 6 95
7 19 4.75602 25 2
16 25 -0 2 18
20 31 19.6421 28 28
0 17 23.9819 8 45
24 16 3.735 10 11
4 23 5.585 18 8
10 30 12 45 3
0 22 21.347 33 15
0 4 -0 17 5
0 21 17.238 9 34
4 29 15.3571 16 33
-1 21 21 35 25
0 8 -0 5 1
12 34 33.0615 60 16
20 7 31.6412 80 6
7 23 20.6989 39 0
15 36 58.3558 95 6
24 23 41.7965 90 11
20 12 72.6929 123 25

Temps: 0.00 seconds
Valeur OPT: 72.4679
