76 220 220 0
-1 0 -0 0 17
73 45 -0 18 26
6 26 799.384 26 30
44 42 339.889 11 10
75 12 1012.59 30 28
29 41 673.343 21 6
0 11 1196.6 19 20
0 21 -0 15 19
0 18 -0 16 14
75 40 3456.58 29 22
67 48 1663.62 26 8
53 46 1069.59 37 8
0 19 -0 16 16
0 33 -0 12 11
0 29 2571.21 31 27
29 43 1665.75 8 26
6 33 -0 19 20
4 28 770.026 20 14
50 40 -0 13 19
8 29 -0 15 7
0 41 645.576 22 6
28 55 2173.99 28 28
4 47 -0 12 13
63 50 2607.49 6 33
75 42 2412.14 27 9
50 39 1024.2 14 15
0 16 1178.49 18 27
52 26 345.673 17 11
74 34 1002.14 29 29
0 28 274.781 13 31
6 27 1300.92 22 28
25 66 -0 25 22
12 41 -0 28 19
6 28 1930.44 27 12
0 18 2517.32 19 13
67 29 32.7633 10 22
47 63 15.0948 12 26
45 53 -0 14 1
26 38 794.641 24 11
40 43 -0 16 21
12 32 1820.91 33 29
75 46 617.157 15 30
43 52 1356.09 11 12
73 47 -0 18 3
12 38 -0 17 18
4 28 166.662 21 19
75 20 19 27 19
74 43 664.839 19 12
6 37 1014.14 20 18
51 47 -0 5 10
0 30 177.227 22 14
26 30 -0 12 21
0 20 -0 19 0
26 37 870.48 22 25
52 36 1962.03 16 12
25 51 543.267 7 22
0 45 1384.5 26 15
15 51 -0 14 15
26 41 -0 21 16
8 51 1550.02 24 20
68 59 -0 13 5
75 43 -0 15 15
74 40 1649.97 18 24
4 40 884.892 11 17
74 70 1107.18 28 16
38 47 -0 9 27
38 51 1875.74 37 24
0 16 1945.3 30 21
75 15 -0 10 13
28 62 -0 8 16
20 59 676.561 11 18
30 56 1841.48 3 37
12 45 -0 1 11
33 33 353.654 6 37
0 27 -0 10 18
0 6 50.7505 20 10

Temps: 0.00 seconds
Valeur OPT: 18590
