262 500 500 27
195 82 35.0953 0 93
229 162 45.358 6 42
217 79 38.8365 72 71
123 72 24.468 93 10
81 126 3.67167 28 13
133 70 14.472 5 57
204 126 6.86435 43 9
140 139 26.412 1 98
123 82 8.66128 36 19
230 65 15.7224 53 58
235 125 15.2036 63 53
235 96 37.3108 25 83
204 70 0.0413395 50 4
58 104 25.4211 57 15
143 172 25.2902 1 50
52 113 6.30165 66 53
135 106 23.9843 37 68
78 158 17.144 51 53
27 41 29.7509 47 73
204 58 33.8365 88 58
52 163 22.247 75 4
138 102 31.1927 48 73
196 170 13.318 40 4
236 165 23.7329 8 72
258 154 37.7585 69 98
141 124 40.6984 93 93
230 62 28.9135 29 79
-1 0 38.462 5 100
34 162 14.5049 53 96
32 172 25.8828 8 77
18 48 1.96935 24 5
54 115 17.1191 53 57
78 132 19.0336 13 88
133 123 28.5854 47 50
198 145 17.3004 57 0
166 168 32.0469 9 72
217 60 21.1086 74 19
165 137 17.3746 83 1
204 104 12.0286 96 25
118 119 27.1391 42 64
24 167 18.404 80 55
20 181 6.77594 22 19
26 131 41.3977 56 84
249 94 32.86 43 87
8 146 14.0446 12 80
187 177 14.806 73 17
116 168 17.9611 32 56
66 156 0.0139482 8 14
196 162 18.6571 79 84
12 83 27.0444 79 55
91 215 8.07872 4 58
32 161 14.3562 14 67
118 104 19.2779 17 22
173 77 13.673 19 28
27 18 37.9253 44 78
254 152 -0 5 2
122 118 15.9499 37 28
203 95 22.1593 100 18
217 51 18.9645 62 39
118 121 27.88 90 37
20 182 40.403 57 89
90 84 3.52638 44 5
163 80 12.1277 37 29
216 183 12.7017 80 18
204 71 41.878 60 90
206 70 33.5776 95 53
254 138 19.2513 56 33
219 153 15.3 56 57
18 145 -0 9 26
73 78 6.53022 39 9
244 133 22.5401 15 96
31 130 -0 4 1
185 69 27.46 58 47
198 36 34.2134 73 72
213 114 -0 5 0
224 123 18.6068 12 92
154 145 12.0242 3 56
93 195 4.80608 8 45
27 126 5.13342 31 21
261 78 24.1708 48 56
254 145 31.6753 3 43
138 118 36.3894 52 62
27 82 22.1595 99 60
260 47 32.1093 29 50
146 94 19.153 12 96
126 156 16.1837 50 0
151 229 31.5754 98 8
115 153 24.9013 4 24
200 223 25.3691 56 8
27 94 43.3837 24 65
54 82 2.52922 33 0
187 189 8.14955 45 28
146 175 21.819 98 0
187 174 -0 4 0
35 221 19.2805 36 81
34 161 37.6286 72 50
198 53 -0 26 0
162 170 27.2901 71 79
174 182 25.7866 84 66
115 135 18.7049 21 29
145 112 42.6021 99 86
204 77 17.4859 33 41
146 116 14.8082 84 21
113 147 1.22737 74 31
141 114 24.7668 93 24
165 186 13.8779 25 23
121 100 54.0256 39 98
14 191 22.5701 42 79
244 131 12.6886 77 33
20 165 16.1197 68 17
109 179 18.5501 50 40
73 150 9.39156 42 93
96 93 40.4667 71 63
249 140 44.4676 85 99
230 73 33.9471 78 45
145 114 9.82625 64 3
204 95 21.865 5 83
98 217 26.8532 93 6
123 66 18.7465 18 4
239 204 20.8078 38 85
118 167 8.80738 29 33
230 86 4.60707 81 2
224 86 16.6232 4 43
27 65 3.7578 23 69
30 76 25.4497 11 37
195 69 18.1646 86 99
207 97 1.25366 2 38
56 194 35.4891 31 42
3 158 14.7067 54 39
173 96 38.8906 87 94
12 95 17.2763 17 1
203 104 15.857 81 85
181 164 25.2409 72 55
27 69 -0 10 17
78 172 10.8126 50 0
123 89 30.2286 25 82
176 136 29.995 71 50
54 43 20.0041 85 15
72 96 20.5794 51 71
72 149 2.29987 29 0
72 109 11.8912 55 18
73 104 24.7473 45 97
30 146 27.3803 100 0
196 162 5.80924 38 24
152 189 26.1272 11 84
19 106 19.4931 82 49
224 85 3.95192 50 10
204 162 10.5552 39 36
26 70 -0 6 0
-1 242 242 87 5
58 56 18.6566 83 97
104 221 13.3629 22 14
208 154 26.9716 24 92
230 69 3.40533 69 18
145 135 18.3598 97 3
-1 148 148 65 74
21 184 37.4302 97 90
27 84 0.948928 79 11
75 184 42.332 79 65
134 212 39.3561 46 56
164 141 25.5939 52 25
215 181 34.1746 39 100
123 120 31.9003 94 35
224 63 19.4782 97 50
140 125 -0 18 8
198 126 32.546 3 77
207 47 15.1735 23 64
153 90 7.90472 19 59
66 156 19.7084 40 47
181 141 22.5111 49 51
230 71 25.1072 96 44
59 131 27.7012 58 54
207 109 5.33893 15 11
27 25 12.3675 21 44
196 160 21.4902 56 2
249 147 27.5568 67 6
204 116 14.886 10 39
69 81 13.556 36 11
109 188 36.7658 84 77
260 179 19.9023 59 36
246 183 35.349 85 60
59 131 40.5564 60 94
95 176 14.6954 33 23
58 56 16.3795 62 5
35 193 44.873 70 52
19 59 7.94406 79 5
138 114 18.8065 98 56
207 168 45.192 99 98
81 146 -0 18 0
36 94 13.456 55 36
8 92 39.7477 75 75
30 84 48.0526 94 69
184 200 25.4953 89 42
101 86 15.4274 13 74
54 148 20.9436 19 85
260 43 27.8013 19 76
3 149 54.4116 90 93
42 137 14.4718 35 46
204 34 39.7091 76 70
44 158 24.3465 3 75
104 168 7.45957 11 57
32 151 49.6674 98 95
260 151 22.6359 92 98
224 94 24.0162 1 50
27 20 7.61176 2 36
54 101 15.9503 63 14
217 48 10.8245 57 38
54 37 21.6246 50 19
3 135 23.6042 19 54
138 123 11.529 24 51
41 182 8.40241 14 71
90 88 4.73388 18 40
260 208 44.0138 77 99
198 84 2.42192 28 24
57 106 36.7963 72 79
123 100 53.2364 49 87
46 175 32.7739 58 97
27 25 26.1608 84 63
184 196 2.47666 58 39
52 118 18.0384 41 13
260 66 39.7189 98 81
90 102 33.5839 77 31
165 156 19.2842 57 22
122 92 5.61084 39 19
27 55 44.3129 99 52
235 93 10.2137 83 3
136 150 33.0372 54 98
20 169 17.347 86 4
173 68 -0 2 3
260 140 32.2505 14 72
27 49 12.2596 42 43
232 149 27.3196 14 79
54 123 8.54365 55 15
122 119 -0 2 18
138 124 10.3528 18 29
27 83 4.54842 17 37
196 160 12.5425 22 57
62 85 10.3216 28 29
214 121 14.4466 3 12
259 193 24.9904 96 14
98 197 24.4584 53 12
235 92 11.7652 15 58
235 109 12.8064 36 42
84 126 14.7802 98 12
145 124 25.9162 78 99
78 160 40.2275 92 49
207 126 33.1204 65 62
184 249 41.4411 64 2
58 79 22.9924 43 80
224 77 30.8776 50 48
246 143 -0 0 25
114 81 14.7807 0 78
138 118 22.5619 0 86
196 174 -0 0 8
225 118 12.7352 0 32
137 64 13.0422 0 83
4 152 5.47837 0 39
111 178 13.5725 0 84
260 133 -0 0 0
35 181 -0 0 3
27 16 9.09085 0 48
30 70 -0 0 22

Temps: 135.35 seconds
Valeur OPT: 208.945
