101 200 200 0
-1 0 -0 0 9
27 36 -0 10 3
89 32 1583.49 7 17
77 39 518.266 13 23
21 44 96.039 19 16
60 33 -0 26 20
89 23 -0 3 9
0 23 -0 5 11
60 41 867.044 9 18
33 52 982.155 16 5
62 44 -0 16 2
18 48 -0 12 19
28 35 -0 19 16
53 21 1259.15 23 15
95 48 1626.81 20 23
0 38 2 8 9
61 41 -0 19 18
5 47 1393.1 2 12
0 21 1030.62 12 18
7 45 1157.91 17 9
69 50 441.659 9 10
53 29 -0 11 1
21 40 131.285 18 10
22 52 2274.4 29 6
68 38 315.082 3 10
55 51 -0 6 27
53 27 964.47 17 28
0 8 -0 16 1
53 19 1826.41 16 7
0 34 194.55 9 11
69 46 474.794 21 18
7 37 1854.37 27 36
88 53 3226.09 23 23
68 42 772.596 11 35
78 50 1342.89 14 5
81 60 107.353 8 14
19 69 633.271 5 13
59 30 -0 8 5
85 60 1237.65 16 18
53 50 3654.43 31 16
58 28 97.039 9 6
27 46 -0 5 7
59 39 1513.07 5 19
94 56 -0 7 9
37 43 2529.3 18 26
84 43 1922.42 16 27
8 54 214.082 1 11
89 48 1129.07 27 25
18 35 318.652 36 12
48 60 2786.83 30 16
27 28 1045.39 13 21
81 53 -0 10 7
0 34 -0 9 17
0 9 -0 14 36
0 35 1979.9 18 3
68 41 -0 2 8
53 37 365.77 6 20
13 35 -0 7 3
53 20 1429.05 18 8
0 26 -0 28 5
89 25 -0 3 9
89 34 -0 13 19
0 35 237.705 19 6
90 58 776.481 10 2
11 63 -0 9 5
28 76 48.0198 20 9
20 62 2049.66 25 11
26 60 -0 25 3
0 22 925.636 36 14
27 27 1071.51 6 16
31 49 360.715 5 29
77 63 -0 15 6
21 34 1722.89 25 9
21 33 -0 9 30
72 40 2156.7 8 15
72 44 174.884 18 0
77 37 1866.18 13 16
53 31 -0 14 10
27 44 -0 3 14
53 37 1139.55 23 13
68 26 -0 6 8
68 44 3032.71 26 13
7 34 2350.11 16 41
60 30 2546.17 11 26
0 33 2185.87 7 25
59 32 -0 41 26
96 48 5060.33 35 20
0 32 2769.07 26 19
89 32 117.252 9 7
0 10 1987.64 15 12
10 51 1038.67 3 16
37 36 -0 1 22
59 28 -0 2 9
59 34 -0 22 13
53 24 1811.82 27 17
94 28 124.317 20 2
6 28 815.594 11 8
13 29 778.913 12 3
37 32 -0 10 25
59 29 1581.12 9 27
37 35 5508.07 17 31

Temps: 0.00 seconds
Valeur OPT: 24940.5
