262 500 500 0
-1 0 -0 0 83
142 200 -0 6 38
170 67 25913 72 93
118 43 23466 93 84
81 138 -0 28 50
260 92 -0 5 94
118 78 9071.67 43 92
25 115 -0 1 14
118 57 7047.52 36 51
230 74 -0 53 17
131 95 -0 63 60
235 67 -0 25 79
49 101 453.36 50 22
9 101 10644.2 57 78
143 164 -0 1 13
102 84 -0 66 24
249 80 17023.2 37 29
168 135 22281.9 51 71
137 68 -0 47 32
96 88 -0 88 33
109 135 -0 75 5
0 119 -0 48 17
120 120 22951.4 40 93
120 124 -0 8 19
258 136 19164.3 69 79
126 81 17855.3 93 98
230 74 8279.91 29 99
0 30 27886.4 5 96
7 152 11360.6 53 48
62 133 15242.3 8 69
54 68 2395.07 24 83
61 140 -0 53 3
78 122 -0 13 0
185 142 21693.6 47 55
95 170 18052.4 57 37
259 171 -0 9 0
217 84 30932.2 74 70
123 109 -0 83 3
43 69 13570.4 96 14
0 68 1636.19 42 4
55 144 -0 80 18
210 143 -0 22 22
0 74 7196.52 56 53
62 42 8 43 6
69 123 -0 12 8
126 149 37272.2 73 98
180 135 -0 32 62
66 107 -0 8 24
120 128 -0 79 24
198 89 25143.5 79 11
120 173 6932.44 4 98
67 120 -0 14 50
135 87 -0 17 3
228 109 32380.7 19 45
0 54 -0 44 13
47 113 -0 5 2
242 81 -0 37 0
203 70 -0 100 98
150 80 -0 62 53
75 95 3006.44 90 18
109 143 20225.6 57 5
27 95 1605.9 44 88
0 31 -0 37 73
180 129 6978.12 80 53
224 44 23694.6 60 42
83 116 9136.06 95 11
42 96 15078.3 56 24
0 105 -0 56 63
207 158 -0 9 74
0 33 10702.2 39 31
145 150 -0 15 89
61 156 1916.59 4 50
185 98 25613.5 58 18
0 40 27283.8 73 86
123 86 -0 5 2
135 82 -0 12 15
145 156 322.671 3 65
123 175 18234.6 8 87
0 110 -0 31 40
207 97 2937.43 48 100
42 91 -0 3 64
115 131 1548.56 52 28
249 46 39122.6 99 58
217 81 -0 29 4
135 51 -0 12 0
177 120 5738.45 50 29
94 190 20222 98 75
0 139 -0 4 50
0 164 -0 56 57
248 104 17133.9 24 55
61 97 -0 33 1
93 155 19712 45 100
126 150 39228.6 98 56
3 137 -0 4 44
88 182 -0 36 39
160 157 -0 72 25
198 51 -0 26 15
75 124 -0 71 0
174 166 -0 84 75
145 149 -0 21 3
115 117 -0 99 49
163 49 36582.2 33 96
3 78 30338.7 84 99
113 98 29419.9 74 42
126 94 707.737 93 8
162 141 3810.7 25 33
121 119 -0 39 47
174 176 -0 42 93
244 147 -0 77 65
227 134 -0 68 15
84 136 -0 50 33
23 136 2803.09 42 1
96 85 12168 71 49
42 94 -0 85 39
251 60 8145.91 78 43
0 107 20130 64 36
126 61 -0 5 4
177 152 13492.8 93 90
0 36 -0 18 19
192 163 24866.8 38 77
126 114 -0 29 53
248 101 -0 81 12
43 53 -0 4 1
118 38 -0 23 56
137 80 9809.97 11 19
64 57 -0 86 3
0 57 -0 2 42
176 146 -0 31 79
123 137 -0 54 90
90 116 27086.1 87 72
54 106 11943.6 17 21
0 70 9939.66 81 18
75 122 26832.1 72 97
5 94 2260.07 10 79
249 140 15788.6 50 31
0 43 -0 25 71
135 87 14881.1 71 57
260 58 -0 85 4
21 123 -0 51 19
198 174 3450.69 29 26
62 115 -0 55 64
126 75 -0 45 14
21 154 -0 100 4
48 139 -0 38 23
25 156 -0 11 18
115 118 -0 82 98
177 52 9004.31 50 40
245 152 -0 39 29
114 68 5594.94 6 62
88 198 13237.9 87 99
217 73 36579.6 83 84
94 186 -0 22 0
74 139 -0 24 37
9 83 10692.2 69 44
209 162 43803.5 97 82
70 174 49002.7 65 98
177 166 20190 97 81
237 46 -0 79 79
60 155 18159.1 79 94
245 163 -0 46 52
164 119 3403.21 52 84
180 147 5723.36 39 85
75 90 1673.19 94 0
0 17 9022.31 97 50
126 105 14384.1 18 47
6 108 -0 3 5
73 65 -0 23 52
9 99 18208.6 19 76
194 107 -0 40 56
84 96 12127 49 12
0 59 17024.9 96 42
162 102 -0 58 45
118 113 17245.7 15 72
27 57 -0 21 9
48 138 15218 56 54
122 108 22314.9 67 99
249 85 -0 10 28
0 28 16782.7 36 66
118 151 18232.1 84 35
46 145 13986.6 59 58
118 124 13340.6 85 36
75 101 6070.39 60 57
74 150 -0 33 55
150 78 -0 62 87
192 156 30588 70 68
19 89 44416.4 79 43
21 138 36701.6 98 84
93 145 11678.5 99 25
145 159 24598.2 18 77
153 104 15873.3 55 17
118 66 -0 75 8
30 90 472.36 94 50
118 145 -0 89 74
0 52 -0 13 83
197 92 1667.19 19 58
163 60 32033.2 19 96
23 134 10640.7 90 0
42 85 -0 35 5
73 42 21920.5 76 59
3 128 18433.9 3 81
63 143 24041.6 11 93
78 122 32487.4 98 73
142 180 10304.7 92 6
101 69 -0 1 5
198 52 6751.39 2 85
133 143 20186 63 8
217 93 5262.09 57 36
163 68 7483.12 50 10
25 110 11274 19 80
145 128 -0 24 38
3 142 -0 14 97
90 105 7129.3 18 72
120 179 15174 77 9
8 83 9258.61 28 54
131 80 59303.5 72 25
126 76 19367.2 49 28
180 130 -0 58 37
27 48 7552.25 84 39
184 159 -0 58 2
163 76 15184.4 41 77
36 94 -0 98 39
90 125 -0 77 0
6 125 18043 57 21
43 45 6434.68 39 41
163 29 -0 99 60
69 60 -0 83 39
43 95 -0 54 0
135 128 18174.1 86 19
124 102 -0 2 0
31 182 -0 14 36
163 66 -0 42 57
30 173 -0 14 63
145 150 10334.7 55 12
224 82 -0 2 67
19 142 -0 18 57
177 54 6367.68 17 86
23 130 -0 22 14
177 34 -0 28 10
235 90 -0 3 2
180 164 -0 96 50
22 165 46965 53 85
235 61 -0 15 78
163 68 23765.8 36 56
52 100 17122.7 98 58
115 143 391.671 78 11
67 133 6314.21 92 0
25 94 14299.6 65 95
88 197 -0 64 23
9 91 -0 43 46
62 34 -0 50 51
246 116 9488.57 0 80
0 50 -0 0 97
198 144 10956.9 0 43
236 151 -0 0 56
38 86 -0 0 0
137 84 -0 0 22
100 153 -0 0 48
171 151 -0 0 72
224 108 20 0 69
126 158 -0 0 71
27 40 -0 0 92
73 83 -0 0 29

Temps: 0.26 seconds
Valeur OPT: 216258
