76 100 100 40
40 27 2.72462 0 16
40 45 7.41289 18 8
-1 39 39 26 3
44 13 6.66414 11 14
75 35 10.6647 30 19
0 61 12.1455 21 17
51 46 -0 19 27
40 31 10.5894 15 21
40 39 11.0491 16 29
39 25 16.1763 29 19
40 25 15.8056 26 37
65 41 18.0238 37 14
40 6 6.65404 16 11
26 47 10.2966 12 19
35 48 19.9969 31 25
75 53 8.30363 8 30
40 24 10.0827 19 20
40 23 10.1 20 21
40 27 11.2196 13 11
7 53 7.69154 15 12
52 65 8.17337 22 12
62 58 7.41289 28 9
68 56 10.6698 12 24
56 54 11.6991 6 37
3 43 21.2424 27 15
9 37 12.2856 14 17
40 18 10.8033 18 13
52 45 6.83681 17 15
62 50 16.2155 29 27
-1 52 52 13 21
-1 47 47 22 20
12 43 17.1869 25 18
44 15 12.9465 28 22
16 35 7.41289 27 5
-1 40 40 19 10
12 35 7.97038 10 29
40 64 11.1734 12 26
75 62 10.3712 14 13
10 37 13.2169 24 12
40 15 9.94293 16 11
-1 0 17.3816 33 1
44 51 14.2717 15 16
41 56 0.00423565 11 6
1 56 6.66977 18 16
40 9 9.22081 17 6
44 46 8.67214 21 8
-1 35 35 27 22
68 63 11.6177 19 22
-1 50 50 20 28
44 23 5.00229 5 15
44 24 12.9465 22 11
3 28 4.38361 12 0
40 33 10.4846 19 22
58 43 10 22 16
26 45 11.7688 16 7
32 42 6.66144 7 27
3 40 12.8567 26 18
15 60 9.79991 14 12
12 21 8.80687 21 10
26 58 0.988785 24 31
15 77 12.5279 13 19
44 56 9.44222 15 18
40 42 13.3001 18 26
40 37 8.64555 11 19
-1 68 68 28 18
40 31 7 9 24
65 45 23.9925 37 33
26 28 15.0565 30 10
75 31 5.86989 10 15
17 75 15.1705 8 28
20 78 11.8404 11 13
67 69 11.3013 3 30
12 19 4.15054 1 28
33 45 -0 6 14
3 46 8.64555 10 20
12 25 8.83165 20 26

Temps: 0.17 seconds
Valeur OPT: 36.0163
