174 120 100 0
-1 0 2.77587e+06 1 1
152 5475 3850 9 7
150 5325 -0 2 2
150 5325 -0 3 2
1 11525 -0 5 4
9 25000 -0 3 2
3 7125 -0 3 3
1 11525 1.44466e+06 5 4
4 14600 -0 4 3
161 23875 -0 2 2
6 8975 -0 3 2
8 17200 -0 4 3
11 19450 -0 2 1
12 20200 -0 3 3
12 20200 -0 2 2
14 21475 -0 1 1
17 11425 -0 3 2
10 10450 -0 2 2
3 7125 700432 9 7
10 10450 525 3 2
11 19450 1.41667e+06 2 2
27 18725 -0 1 1
21 19375 688887 1 1
27 18725 -0 1 1
2 6425 688262 12 9
8 17200 -0 6 5
25 21175 -0 3 2
141 16450 -0 4 3
29 21450 1.38107e+06 9 7
23 19400 -0 3 3
36 20350 -0 4 3
36 20350 -0 7 5
36 20350 -0 1 1
37 27125 2.16856e+06 3 2
19 12200 -0 7 6
29 21450 -0 4 3
155 18700 -0 3 2
47 26550 -0 1 1
141 16450 -0 3 3
17 11425 -0 13 10
38 18375 -0 1 1
44 20525 -0 7 5
172 17775 -0 5 4
41 24975 690487 3 2
45 20000 -0 1 1
155 18700 -0 2 2
32 20900 -0 4 3
46 23450 661092 5 4
35 24000 -0 3 2
40 18825 -0 4 3
34 16775 -0 9 7
155 18700 -0 5 4
44 20525 663667 4 3
54 22800 30125 2 2
42 21100 -0 3 2
42 21100 -0 5 4
40 18825 -0 4 3
61 31175 2.11572e+06 4 3
41 24975 -0 5 4
47 26550 1.35083e+06 8 6
58 27875 -0 2 2
60 28975 1825 4 3
45 20000 -0 6 5
51 21800 726122 3 3
61 31175 -0 3 3
56 21225 1.40421e+06 4 3
49 21100 -0 7 5
46 23450 695582 8 6
51 21800 -0 7 5
68 26150 -0 2 1
60 28975 -0 5 4
70 32200 -0 1 1
65 23450 2.82513e+06 2 2
49 21100 -0 7 6
62 23625 -0 5 4
68 26150 -0 1 1
58 27875 -0 7 6
83 32525 2.07301e+06 2 2
71 32275 -0 3 2
75 26700 -0 2 2
166 27700 -0 2 2
69 26850 1675 3 3
79 27900 727872 3 2
84 30325 -0 4 3
75 26700 -0 6 5
84 30325 -0 1 1
79 27900 1.38301e+06 2 2
88 31575 722272 2 2
85 30975 -0 1 1
88 31575 -0 1 1
89 31950 -0 2 1
80 28925 -0 5 4
86 29125 -0 3 2
94 35300 36775 3 2
90 32700 -0 4 3
89 31950 -0 2 2
85 30975 -0 3 3
92 30700 -0 3 2
96 32950 -0 3 3
97 32425 -0 2 1
99 33150 -0 2 1
97 32425 -0 2 2
92 30700 -0 3 2
90 32700 -0 5 4
100 33900 -0 4 4
103 35550 22535 2 1
91 32050 1.38186e+06 11 8
100 33900 -0 3 2
137 32850 -0 4 3
110 38225 -0 1 1
94 35300 -0 5 4
109 38650 1.38341e+06 7 5
105 36450 639487 3 2
108 34975 -0 4 3
135 33125 662417 3 2
110 38225 -0 1 1
105 36450 -0 5 4
147 39225 692872 1 1
108 34975 -0 2 1
113 37650 -0 3 2
118 35825 -0 2 2
122 35575 -0 1 1
114 34750 1150 2 1
118 35825 -0 2 2
121 36150 1.38462e+06 2 2
117 39750 759797 4 3
122 35575 -0 2 1
128 37600 60320 3 2
123 36875 -0 2 1
128 37600 -0 4 3
126 36375 1.3867e+06 3 2
24 14100 1.41099e+06 10 8
102 32175 -0 1 1
102 32175 690737 1 1
133 32475 29120 1 1
134 32775 -0 1 1
137 32850 -0 1 1
132 32500 -0 1 1
166 27700 -0 4 3
66 25300 1.41439e+06 7 6
17 11425 -0 4 3
140 13925 -0 4 3
145 16750 -0 2 2
142 17950 2.77752e+06 8 6
145 16750 2.85786e+06 7 5
140 13925 -0 5 4
170 39025 -0 1 1
148 38825 -0 1 1
149 38575 -0 1 1
115 38475 -0 1 1
154 5050 -0 1 1
154 5050 -0 2 1
153 4425 688242 2 2
0 400 -0 6 5
153 4425 -0 1 1
156 17475 -0 2 2
157 15650 -0 3 3
24 14100 -0 3 2
156 17475 -0 2 1
157 15650 1.44504e+06 4 3
21 19375 -0 3 3
160 21375 -0 4 3
160 21375 -0 1 1
80 28925 -0 2 2
163 30300 -0 3 3
66 25300 -0 4 3
167 26675 -0 2 2
66 25300 -0 2 2
171 27800 -0 3 2
139 30100 2.07049e+06 2 2
115 38475 -0 1 1
167 26675 -0 2 2
141 16450 -0 2 2
78 33675 -0 3 3

Temps: 0.15 seconds
Valeur OPT: 2.03284e+07
