101 200 200 27
27 11 0.929122 0 10
27 12 1.15744 10 3
13 33 1.14502 7 5
27 28 1.53847 13 6
53 39 2.39175 19 10
18 45 2.52869 26 3
27 24 0.313545 3 3
52 40 2.22094 5 28
83 44 3.04743 9 9
51 35 1.91062 16 1
62 40 2.10283 16 11
62 45 3.44941 12 31
1 43 3.11568 19 25
27 23 2.62452 23 16
85 46 3.30114 20 11
57 56 3.59174 8 20
93 38 2.44095 19 19
45 48 1.65718 2 9
0 28 2.3686 12 18
63 51 1.71678 17 6
27 37 1.91757 9 36
40 32 3.09119 11 35
13 46 2.33481 18 20
74 56 5.37228 29 25
68 45 3.29399 3 5
68 56 2.44742 6 5
1 33 2.35934 17 12
-1 0 3.49545 16 26
0 21 2.21207 16 16
79 42 1.74068 9 8
1 28 3.09034 21 16
27 33 3.69866 27 3
69 50 4.20576 23 9
1 30 1.56401 11 12
78 49 4.49065 14 41
9 49 2.84769 8 6
19 65 6.201 5 19
98 35 0.560315 8 9
44 56 5.5299 16 16
56 57 5.24964 31 36
53 23 1.82628 9 9
40 46 1.94282 5 7
98 47 1.54351 5 10
53 44 4.16527 7 27
98 44 1.85227 18 14
27 35 3.09781 16 21
45 58 3.81408 1 13
62 48 4.39099 27 18
62 46 3.96566 36 22
18 59 5.1889 30 2
1 26 2.7008 13 16
1 26 1.55489 10 17
1 30 1.66908 9 13
27 12 1.53725 14 2
53 42 4.19403 18 5
53 49 3.35344 2 8
21 44 2.6148 6 27
2 49 2.19075 7 14
53 25 2.48289 18 10
6 33 2.62701 28 17
0 38 1.05078 3 11
93 34 1.65419 13 17
27 28 2.07754 19 7
27 35 3.32225 10 13
27 43 4.69532 9 25
51 58 5.28375 20 23
20 46 5.7387 25 18
4 62 8.50906 25 23
1 31 3.60721 36 18
27 17 2.14197 6 9
1 28 1.63531 5 14
9 43 3.15475 15 9
0 35 2.95357 25 19
21 38 1.3139 9 11
72 40 2.23955 8 23
72 44 1.63604 18 12
53 37 1.73114 13 9
3 34 1.89132 14 7
27 34 1.35514 3 18
27 32 1.93079 23 3
68 33 1.22939 6 7
51 33 3.32115 26 6
18 52 1.87953 16 8
27 32 1.90633 11 8
69 51 2.17719 7 16
93 30 4.07458 41 26
85 45 4.59016 35 0
97 39 2.68825 26 2
69 40 1.70091 9 5
27 24 3.57039 15 26
70 46 2.22094 3 29
85 37 0.682114 1 27
13 33 0.172577 2 9
27 27 1.7932 22 16
6 30 2.44213 27 15
13 30 2.33172 20 20
99 32 0.596533 11 1
13 32 1.19959 12 13
93 33 0.94194 10 15
53 30 0.973792 9 19
85 37 1.68171 17 30

Temps: 2.61 seconds
Valeur OPT: 5.84998
