101 112 112 0
-1 0 2777.87 0 25
0 21 2514.09 10 19
73 33 -0 7 8
28 31 1336.49 13 17
73 43 1388.86 19 2
84 29 2701.2 26 16
94 32 899.98 3 10
0 21 40 5 16
7 45 1837.5 9 19
33 44 5436.83 16 35
1 37 2765.88 16 20
62 49 -0 12 5
26 26 -0 19 3
0 22 2763.87 23 9
87 40 1790.43 20 17
87 45 810.757 8 2
61 44 2279.31 19 9
84 44 1587.83 2 13
52 24 206.98 12 18
62 47 3454.11 17 18
30 57 182.292 9 5
53 22 -0 11 3
-1 38 38 18 9
73 40 4902.73 29 8
76 47 3351.11 3 26
12 55 2408.81 6 22
0 14 2469.66 17 11
0 13 -0 16 13
0 14 1408 16 31
68 46 1672.41 9 18
70 37 3812.24 21 36
52 30 19.584 27 19
63 59 1085.51 23 9
53 31 -0 11 7
33 51 -0 14 3
70 58 2961.17 8 27
48 59 907.829 5 9
87 33 -0 8 6
86 66 -0 16 1
73 52 3121.13 31 11
58 24 2701.11 9 27
-1 42 42 5 9
87 43 2055.68 5 20
96 61 1086.5 7 7
99 47 2606.14 18 12
84 39 1413.72 16 2
83 63 -0 1 13
48 48 2109.52 27 29
52 36 2475.65 36 23
7 57 4701.72 30 12
76 30 -0 13 0
33 40 -0 10 16
0 13 1403.42 9 6
0 4 1727.12 14 23
28 39 425.031 18 10
3 55 -0 2 3
0 31 -0 6 12
53 41 -0 7 3
53 19 2865.34 18 19
87 34 3043.07 28 14
53 38 -0 3 5
84 37 1022.06 13 26
7 31 -0 19 1
52 44 1224.01 10 14
63 72 -0 9 18
69 71 2407.59 20 27
1 57 2442.26 25 8
53 50 1430.7 25 20
77 36 2883.39 36 30
0 23 2730.44 6 16
1 30 503.514 5 9
9 57 1595.93 15 14
73 28 -0 25 28
53 23 48.0959 9 23
-1 32 32 8 16
-1 35 35 18 36
28 25 4126.07 13 21
28 27 -0 14 5
33 45 4025.28 3 26
77 37 2460.66 23 16
77 35 -0 6 9
33 37 -0 26 11
7 41 1858.5 16 8
5 37 -0 11 15
0 24 1090.51 7 10
13 37 1845.61 41 7
37 52 2102.69 35 15
0 19 1555.12 26 18
7 33 3581.55 9 25
53 21 4213.74 15 16
63 54 466.966 3 7
37 40 -0 1 25
87 33 -0 2 6
99 36 2965.28 22 13
13 27 671.063 27 6
94 34 876.236 20 9
99 33 -0 11 5
87 31 2330.9 12 41
37 34 1083.64 10 11
0 31 1357.71 9 17
13 37 3519.36 17 10

Temps: 0.01 seconds
Valeur OPT: 20782.9
