245 14400 8000 0
-1 0 29465.1 141 109
101 228650 -0 63 48
35 216825 -0 27 21
15 215850 -0 45 35
3 217750 -0 147 113
15 215850 -0 266 205
108 236775 -0 40 31
192 209175 -0 106 81
197 240875 6514.45 458 352
13 239400 -0 26 20
171 238400 -0 15 12
51 58150 27440.1 91 70
144 237450 -0 302 232
6 237850 -0 33 26
202 242450 2446.1 331 254
136 212850 -0 121 93
114 222350 -0 110 85
240 230675 -0 50 38
1 231700 -0 20 16
16 226075 -0 8 6
51 58150 -0 39 30
17 233275 -0 35 27
17 233275 -0 35 27
61 213925 -0 85 66
213 210775 -0 112 86
17 232775 -0 271 208
159 237000 -0 76 59
150 237925 -0 63 49
172 239750 -0 61 47
150 237925 -0 38 30
19 227250 984.404 99 76
19 227250 2307.8 48 37
16 226075 -0 98 76
177 239400 -0 15 12
197 234750 -0 82 64
23 215800 -0 36 27
140 199300 434.404 182 140
117 227750 -0 57 44
157 219775 -0 54 42
46 231700 -0 50 38
157 219775 -0 65 50
117 227750 -0 87 67
203 219300 -0 54 42
244 234775 -0 67 51
105 220625 -0 30 23
126 221650 -0 20 16
155 230350 -0 11 9
243 218200 -0 12 9
49 231350 16279.6 182 140
209 227125 -0 46 35
229 53050 8100 124 96
50 55600 -0 117 90
188 226825 -0 20 16
105 220625 -0 30 23
32 229225 -0 53 41
184 221150 -0 35 27
203 219300 -0 30 23
187 227900 -0 36 28
95 219400 -0 93 72
4 220175 -0 117 90
222 216550 -0 11 9
24 212975 -0 0 0
244 234050 -0 30 23
11 62650 -0 167 129
132 182425 23640.1 113 87
0 6575 -0 48 37
166 238675 -0 325 250
28 241950 1350 97 75
228 208050 -0 36 28
70 239750 -0 229 176
238 235650 4068.35 436 335
74 98350 19565.1 50 38
68 210550 -0 36 28
11 65000 -0 273 210
232 77250 19565.1 20 16
132 182425 -0 122 94
197 239300 -0 37 29
151 242575 -0 0 0
187 227900 -0 30 23
163 223375 -0 0 0
175 10250 -0 63 49
52 228225 -0 20 16
201 221775 -0 33 26
163 223375 -0 153 118
105 220625 -0 28 21
131 231825 -0 52 40
221 239900 -0 72 55
231 239600 118.349 88 68
199 231325 -0 13 10
4 220175 -0 22 17
240 230675 -0 139 107
111 216525 -0 108 83
212 234425 -0 23 17
45 222475 -0 32 24
123 240225 -0 77 59
15 215050 -0 233 179
132 200800 5164.45 14 11
148 219850 -0 75 58
199 231325 -0 121 93
46 231700 -0 170 130
229 52450 18234.9 152 117
137 225875 -0 81 63
107 221375 -0 53 41
95 219400 -0 49 38
46 231700 -0 95 73
60 218950 -0 23 18
177 237950 -0 20 16
148 219850 -0 12 9
197 236275 1596.1 26 20
177 241525 -0 33 26
72 212100 -0 30 23
192 208800 -0 45 35
151 242575 -0 0 0
127 243700 9367.2 233 179
89 220925 -0 30 23
209 227125 -0 132 101
188 226825 -0 65 50
196 226750 -0 19 15
207 225075 -0 33 26
10 239125 -0 38 30
219 215825 -0 16 12
148 219850 -0 18 14
164 233875 1021.1 38 30
70 239750 -0 55 43
134 224925 6992.66 25 19
56 220050 -0 371 286
195 218525 -0 39 30
161 243100 -0 95 73
20 59250 -0 69 53
136 212850 -0 12 9
134 224925 3088.99 78 60
116 229950 -0 34 26
74 138475 19565.1 110 85
139 220575 -0 47 36
180 222825 -0 40 31
84 222575 -0 94 72
213 210125 -0 100 77
200 224100 -0 20 16
231 236925 -0 50 38
179 218100 -0 59 46
132 193725 -0 304 234
214 63775 -0 93 71
196 225625 751.147 28 21
155 230350 -0 42 32
177 236450 -0 13 10
54 231175 -0 588 452
110 214125 -0 30 23
24 212975 -0 108 83
222 216550 -0 60 46
57 229250 4267.2 36 28
238 235650 -0 57 44
234 241300 -0 0 0
98 235825 4532.34 57 44
44 221500 -0 65 50
76 240725 -0 20 16
198 229300 -0 28 21
37 229600 2739.45 25 19
243 218200 -0 49 38
140 199300 -0 0 0
217 235675 -0 230 177
124 226600 1893.35 59 45
112 242875 -0 45 34
32 229225 -0 402 309
114 222350 -0 28 21
88 232225 -0 67 52
114 222350 -0 66 51
143 233425 -0 183 141
215 223900 -0 59 45
78 229050 -0 23 18
58 224275 2291.74 118 91
89 220925 -0 61 47
197 237850 -0 28 22
159 237000 -0 50 38
185 229775 -0 0 0
175 10250 -0 310 238
0 6575 -0 76 59
