76 220 220 0
-1 0 -0 0 7
0 36 -0 18 3
68 35 -0 26 5
44 34 1499.67 11 12
75 11 -0 30 20
4 37 -0 21 18
75 25 15 19 12
26 25 777.173 15 10
46 24 -0 16 33
40 33 1377.03 29 15
67 39 60.3825 26 25
38 46 -0 37 14
40 26 -0 16 13
4 36 317.762 12 27
19 47 1418.97 31 19
57 47 -0 8 14
51 31 -0 19 20
0 9 -0 20 26
40 47 514.695 13 11
8 35 -0 15 20
15 59 451.004 22 15
30 32 -0 28 8
30 44 1590.84 12 28
17 43 788.246 6 21
49 46 794.251 27 8
32 41 -0 14 19
67 15 2869.83 18 17
0 24 -0 17 21
68 40 1344.57 29 9
30 34 -0 13 21
0 18 1611.73 22 28
40 49 2376.42 25 19
17 26 -0 28 28
75 32 -0 27 19
0 19 -0 19 16
46 30 194.381 10 6
0 44 -0 12 18
48 50 -0 14 0
0 36 3351.95 24 26
9 38 -0 16 16
17 16 -0 33 12
49 59 -0 15 29
16 57 1908.71 11 30
6 54 286.257 18 11
75 30 80.7723 17 27
68 29 2794.8 21 18
0 16 859.302 27 10
21 41 1272.41 19 14
30 34 90.3365 20 37
17 32 2846.11 5 37
32 40 2004.21 22 31
17 20 1220.76 12 27
4 27 1998.93 19 17
8 39 1442.39 22 22
7 49 3117.58 16 18
25 56 -0 7 11
16 53 118.66 26 11
4 43 1714.76 14 24
46 39 150.6 21 26
14 63 -0 24 16
71 58 1854.6 13 19
4 43 1286.97 15 16
4 40 1863.12 18 29
16 39 1086.56 11 22
6 66 -0 28 13
0 32 -0 9 15
65 42 2819.47 37 30
0 8 1013.81 30 24
75 16 1061.92 10 12
36 54 758.939 8 13
71 54 46 11 1
4 44 111.363 3 15
67 32 -0 1 22
75 29 -0 6 22
30 38 689.948 10 10
0 5 -0 20 6

Temps: 0.00 seconds
Valeur OPT: 19485.2
