101 200 200 0
-1 0 -0 0 6
27 28 -0 10 17
0 23 -0 7 1
76 32 1037.96 13 26
72 48 335.075 19 1
60 31 2601.49 26 6
94 26 1116.05 3 7
0 27 1403.64 5 6
82 46 -0 9 3
28 42 608.622 16 13
31 44 844.764 16 21
0 44 -0 12 5
28 26 1283.74 19 5
0 16 1364.2 23 18
44 43 3746.13 20 16
2 43 840.268 8 9
91 43 5.41378 19 10
92 48 -0 2 7
89 27 -0 12 23
7 43 333.839 17 12
27 49 -0 9 3
58 25 -0 11 36
26 41 674.353 18 27
28 51 3111.63 29 22
12 41 142.952 3 5
58 47 291.864 6 15
53 21 165.698 17 2
0 14 1176.71 16 5
0 13 125.85 16 9
50 47 2680.16 9 20
27 47 1240.12 21 16
27 35 1677.7 27 13
10 56 1453.69 23 3
76 45 1173.19 11 9
79 40 1836.61 14 14
50 51 1187.78 8 25
0 51 2398.97 5 9
97 30 899.462 8 41
100 54 -0 16 18
0 38 808.683 31 12
53 12 1100.45 9 14
0 35 -0 5 19
0 33 3012.66 5 36
15 54 -0 7 25
100 36 1338.49 18 16
89 42 1196.64 16 9
7 50 -0 1 10
7 48 238.653 27 30
7 39 1426.68 36 9
11 71 53.0547 30 13
28 27 1709.08 13 26
1 40 1770.05 10 31
89 27 1137.49 9 13
0 5 -0 14 8
40 39 1023.66 18 7
25 54 -0 2 15
75 41 1137.19 6 18
58 27 3008.52 7 27
53 11 -0 18 19
95 30 -0 28 5
53 27 -0 3 8
91 40 629.898 13 9
7 44 883.513 19 2
10 54 1123.08 10 11
11 60 1986.81 9 6
76 64 368.683 20 20
51 69 1246.16 25 19
39 53 -0 25 11
28 31 1120.51 36 3
53 25 -0 6 23
31 44 -0 5 12
9 51 235.926 15 16
21 37 193.641 25 11
21 33 -0 9 3
21 35 2058.89 8 35
40 36 2092.67 18 18
28 25 -0 13 8
76 32 -0 14 0
50 46 -0 3 9
0 28 1199.52 23 26
12 35 369.878 6 8
76 39 -0 26 2
89 38 -0 16 16
60 38 -0 11 10
5 37 3478.05 7 19
100 31 -0 41 20
100 48 4205.07 35 28
97 29 1894.36 26 7
69 40 -0 9 16
0 14 3201.54 15 27
7 51 -0 3 11
100 30 -0 1 10
97 26 970.557 2 16
92 33 -0 22 17
13 21 1095.28 27 18
94 25 358.003 20 9
89 30 1352.55 11 25
0 22 1330.22 12 29
37 31 211.084 10 17
96 33 313.321 9 23
0 26 538.908 17 14

Temps: 0.01 seconds
Valeur OPT: 26501.1
