76 220 220 6
6 16 1.12692 0 7
62 30 3.75439 18 3
6 21 4.40089 26 5
51 28 2.39869 11 12
75 26 6.09963 30 20
68 40 3.81153 21 18
-1 0 4.25492 19 12
26 27 3.72116 15 10
46 40 4.0667 16 33
40 35 0.0220693 29 15
72 50 8.00771 26 25
6 59 6.43135 37 14
40 28 0.937575 16 13
45 47 4.80829 12 27
6 50 7.3985 31 19
57 45 2.40494 8 14
6 22 4.82313 19 20
6 11 5.25786 20 26
40 49 7.49113 13 11
17 43 5.06737 15 20
15 56 6.44678 22 15
47 38 4.8721 28 8
62 44 5.66219 12 28
16 41 4.06524 6 21
49 48 7.04917 27 8
32 43 4.25941 14 19
6 17 4.14231 18 17
0 40 4.23895 17 21
62 30 5.83966 29 9
45 37 2.84391 13 21
68 31 6.06975 22 28
40 51 5.12651 25 19
17 28 0.114573 28 28
62 32 5.31412 27 19
0 34 3.58657 19 16
7 35 2.16445 10 6
47 41 4.14436 12 18
36 49 0.0308948 14 0
0 52 5.06751 24 26
9 40 0.0270608 16 16
17 18 4.46771 33 12
43 40 5.645 15 29
43 37 5.14008 11 30
6 29 4.07661 18 11
3 34 4.94676 17 27
68 29 4.46908 21 18
0 32 5.22223 27 10
6 29 4.033 19 14
47 37 5.28282 20 37
17 34 5.4353 5 37
32 42 2.21341 22 31
6 13 5.04297 12 27
17 38 4.34892 19 17
35 53 5.46358 22 22
7 52 8.00225 16 18
25 58 6.8208 7 11
16 44 6.3999 26 11
6 40 5.34107 14 24
72 39 6.57235 21 26
14 66 8.20538 24 16
36 64 5.10352 13 19
6 53 6.73304 15 16
6 17 5.67403 18 29
16 30 4.16117 11 22
6 41 11.8905 28 13
0 48 6.37619 9 15
65 58 12.4378 37 30
0 24 6.61117 30 24
6 16 3.32626 10 12
36 51 3.95766 8 13
37 61 3.74735 11 1
4 60 4.8961 3 15
6 31 1.20113 1 22
62 27 1.36771 6 22
6 41 4.39133 10 10
0 21 4.11067 20 6

Temps: 0.68 seconds
Valeur OPT: 27.9563
