101 200 200 0
-1 0 -0 0 10
69 22 -0 10 3
94 37 -0 7 5
68 37 -0 13 6
26 45 1220.32 19 10
6 35 -0 26 3
53 22 -0 3 3
88 40 649.15 5 28
82 44 336.409 9 9
50 33 -0 16 1
53 40 792.854 16 11
62 50 2960.45 12 31
76 35 1273.76 19 25
53 18 785.589 23 16
59 47 2648.19 20 11
57 48 2915.85 8 20
61 38 2271.24 19 19
89 37 -0 2 9
0 30 -0 12 18
62 50 448.319 17 6
9 50 954.067 9 36
0 29 1565.25 11 35
74 33 -0 18 20
75 53 2137.77 29 25
68 42 2329.9 3 5
0 45 789.158 6 5
27 20 1193.38 17 12
0 5 2822.74 16 26
0 13 30.5842 16 16
50 37 946.384 9 8
70 34 928.893 21 16
69 25 -0 27 3
0 44 3639.04 23 9
81 37 -0 11 12
50 41 2456.53 14 41
9 44 -0 8 6
89 50 424.906 5 19
0 29 -0 8 9
44 54 1307.85 16 16
0 46 1974.48 31 36
58 21 2132.17 9 9
22 43 1222.92 5 7
58 39 1096.74 5 10
95 52 170.129 7 27
37 40 -0 18 14
83 51 3169.46 16 21
28 58 117.625 1 13
82 44 1228.81 27 18
82 40 2022.83 36 22
82 61 938.285 30 2
0 17 464.901 13 16
27 36 2387.34 10 17
0 16 631.327 9 13
0 7 -0 14 2
53 40 2162.7 18 5
21 53 1187.38 2 8
75 41 -0 6 27
87 37 -0 7 14
53 15 508.643 18 10
94 30 867.036 28 17
94 34 196.34 3 11
0 29 -0 13 17
52 40 226.849 19 7
27 40 86.9907 10 13
63 75 955.248 9 25
66 72 763.468 20 23
30 50 1348.84 25 18
0 50 359.839 25 23
50 30 983.342 36 18
27 15 -0 6 9
69 26 622.656 5 14
81 46 528.441 15 9
53 30 2796.58 25 19
21 34 -0 9 11
53 29 -0 8 23
74 33 -0 18 12
50 28 939.384 13 9
50 32 -0 14 7
0 35 -0 3 18
81 40 -0 23 3
27 33 -0 6 7
50 30 2000.5 26 6
52 30 346.998 16 8
52 31 1211.86 11 8
61 37 1285.81 7 16
98 33 2472.17 41 26
61 45 2406.59 35 0
13 29 2876.66 26 2
52 28 -0 9 5
0 15 1394.85 15 26
10 47 87.4677 3 29
37 36 -0 1 27
13 30 -0 2 9
99 31 2434.13 22 16
13 22 1111.83 27 15
94 25 -0 20 20
0 24 -0 11 1
95 32 404.108 12 13
37 30 -0 10 15
96 27 2596.65 9 19
37 32 -0 17 30

Temps: 0.00 seconds
Valeur OPT: 25893.4
