76 220 220 16
68 33 2.2051 0 26
63 40 3.41753 18 20
6 32 2.81425 26 15
16 15 1.71912 11 11
75 41 2.14626 30 10
29 57 0.316193 21 8
16 18 3.57449 19 30
67 47 1.42575 15 3
46 42 1.98764 16 19
3 33 2.56786 29 5
72 63 4.17529 26 21
40 63 5.70013 37 37
16 34 2.5521 16 18
34 50 2.97329 12 22
35 58 4.70342 31 15
45 54 4.22106 8 29
-1 0 2.70048 19 15
16 31 4.11255 20 30
44 35 2.83619 13 27
35 57 1.48445 15 18
49 77 3.25798 22 14
6 51 0.00681419 28 22
33 41 1.61337 12 8
16 31 1.59202 6 17
49 35 9.18265 27 20
32 45 6.40551 14 29
67 34 3.42817 18 27
16 38 3.72669 17 31
6 44 3.04645 29 20
45 43 2.48214 13 13
68 39 3.13098 22 11
12 62 9.18263 25 16
44 31 1.8937 28 6
63 24 3.03186 27 15
67 32 3.2755 19 26
67 42 1.95924 10 16
69 70 0.00621142 12 16
48 68 2.41488 14 14
46 59 3.42921 24 22
44 36 2.42133 16 11
16 25 2.01459 33 7
16 26 4.47136 15 10
41 30 2.37147 11 14
41 36 3.10493 18 19
3 19 2.76306 17 33
6 38 3.47185 21 28
34 35 3.1801 27 22
33 53 0.00517963 19 19
30 49 2.6614 20 21
16 10 2.20899 5 18
44 36 2.3309 22 6
16 33 2.10785 12 18
34 42 1.7565 19 17
34 55 1.94236 22 12
68 63 6.5565 16 28
3 43 7.78146 7 28
23 37 3.59365 26 12
15 65 4.3282 14 9
72 52 1.51575 21 0
67 72 6.92706 24 11
29 71 5.70681 13 37
28 65 7.01074 15 12
6 35 2.29763 18 10
16 16 2.43016 11 19
16 50 8.58006 28 26
40 54 2.95924 9 1
7 71 7.04913 37 25
16 27 2.40079 30 13
6 26 1.57715 10 13
33 62 0.00951446 8 16
68 66 4.51064 11 24
46 76 2.93232 3 24
44 41 3.08228 1 27
16 29 1.28481 6 19
6 41 2.61302 10 21
68 33 2.12762 20 12

Temps: 1.37 seconds
Valeur OPT: 7.50023
