33 8000 8000 19
20 139 24.66 0 1200
18 34 -0 700 0
1 64 8.8 400 1000
6 80 27.25 400 750
8 100 21.24 1200 700
6 52 -0 40 250
7 48 -0 80 40
8 47 0.55 2000 900
18 43 -0 900 200
8 44 -0 600 750
9 50 3.2 750 80
8 54 5.3 1500 400
32 60 2.95 150 2000
1 41 -0 250 500
15 62 -0 1600 450
1 54 1.25 450 400
28 120 8.1 700 1600
25 52 8.27 550 1300
19 2 -0 650 400
-1 0 -0 200 1700
21 26 29.45 400 4000
19 12 -0 300 300
21 35 5.05 1300 700
19 36 22.75 700 700
19 31 6.5 750 650
19 39 29.88 1400 2500
18 34 23 4000 1400
26 53 8.55 600 600
26 49 3 1000 1100
28 79 28.45 500 150
26 86 64.46 2500 1500
13 69 15.53 1700 600
19 46 2.2 1100 550

Temps: 0.00 seconds
Valeur OPT: 43.13
