76 140 140 0
-1 0 636.217 0 19
63 39 111.572 18 8
68 20 516.649 26 29
0 32 -0 11 11
75 11 1273.44 30 16
68 36 1764.21 21 27
0 19 419.73 19 15
0 24 728.14 15 22
46 26 705.14 16 30
39 40 1352.12 29 16
67 44 -0 26 12
38 48 2041.45 37 6
67 22 2141.51 16 28
27 34 428.059 12 29
53 34 113.599 31 13
67 40 741.944 8 21
6 37 2258.59 19 19
0 18 2320.82 20 10
51 55 2267.98 13 22
7 41 2094.33 15 12
48 48 1809.09 22 18
48 37 -0 28 1
62 48 259.416 12 14
63 41 -0 6 5
49 47 2396.16 27 14
40 53 687.186 14 14
0 14 2115.51 18 22
0 25 -0 17 6
75 40 642.417 29 15
45 35 1111.79 13 16
0 24 3252.99 22 25
75 58 1977.14 25 28
40 41 2315.82 28 27
6 36 4564.37 27 28
67 18 305.46 19 11
67 27 2710.19 10 19
47 46 2093.2 12 15
34 49 822.052 14 9
67 40 2027.08 24 18
12 34 328.81 16 33
12 30 1955.14 33 26
43 52 533.427 15 13
43 50 1179.87 11 18
2 44 1826.86 18 12
3 36 -0 17 24
4 24 526.773 21 8
67 19 -0 27 3
48 34 2595.43 19 31
4 27 -0 20 27
75 35 -0 5 7
26 46 873.27 22 11
75 28 1148.52 12 22
34 28 4216.41 19 37
0 27 -0 22 0
4 35 1442.54 16 16
25 70 961.7 7 26
2 53 2194.08 26 19
67 34 1382.25 14 20
26 37 3437.69 21 37
53 57 58.9621 24 18
48 51 600.608 13 24
0 46 4590.14 15 17
2 38 -0 18 17
68 30 -0 11 21
63 57 1737.9 28 21
38 45 -0 9 20
58 60 4047.87 37 19
0 8 148.201 30 26
75 12 1606.21 10 13
2 49 918.706 8 11
60 57 1010.24 11 20
47 47 853.508 3 30
0 28 -0 1 10
2 40 -0 6 15
75 26 -0 10 10
0 6 -0 20 12

Temps: 0.00 seconds
Valeur OPT: 18020.4
