33 8000 8000 27
27 101 28.2511 0 200
14 51 16.7995 700 1400
5 85 7.41891 400 2000
2 128 23.1092 400 1200
29 173 25.348 1200 1600
8 66 -0 40 550
8 66 12.8298 80 1700
6 67 2.222 2000 80
27 58 4.50207 900 750
8 60 1.03777 600 650
9 69 12.2591 750 2500
15 73 1.37486 1500 1500
9 77 9.25525 150 700
17 57 0.120524 250 700
17 38 11.6366 1600 4000
17 36 11.8838 450 900
26 67 24.8663 700 250
27 22 1.21529 550 1000
17 40 9.61091 650 600
18 41 2.50421 200 450
22 57 3.12156 400 1300
18 53 7.13026 300 750
17 46 16.9308 1300 400
27 81 16.4487 700 400
20 82 6.15346 750 150
27 28 19.0538 1400 1100
27 20 37.4357 4000 300
-1 0 7.37174 600 40
27 29 7.93615 1000 500
28 48 2.08312 500 400
29 110 24.5219 2500 600
15 83 29.0181 1700 700
8 69 -0 1100 0

Temps: 0.00 seconds
Valeur OPT: 48.8964
