101 112 112 6
6 20 7.52615 0 11
27 40 5.27392 10 27
13 18 7.64302 7 30
80 51 4.65286 13 10
6 42 -0 19 6
60 17 5.25188 26 17
-1 0 2.72236 3 18
89 28 1.06413 5 3
94 29 3.18638 9 2
33 62 5.01954 16 3
70 49 6.46781 16 25
62 55 8.92627 12 36
6 40 3.5821 19 19
6 8 2.67387 23 9
96 31 6.32182 20 15
13 32 5.91623 8 18
94 27 5.15268 19 20
84 25 1.84385 2 6
60 20 6.73141 12 26
18 41 4.21303 17 16
50 66 4.39145 9 16
13 32 5.94475 11 18
6 38 3.50148 18 14
13 55 7.01678 29 2
99 55 7.23752 3 29
72 56 -0 6 13
2 39 6.08091 17 23
89 25 4.42662 16 13
89 33 5.88287 16 12
68 57 7.37316 9 25
70 46 5.31974 21 10
89 27 5.90062 27 6
89 45 5.31974 23 10
31 50 4.33253 11 41
81 66 4.13155 14 9
96 67 6.50821 8 12
45 50 8 5 7
59 16 1.44582 8 11
100 44 9.188 16 20
56 55 7.48734 31 13
58 33 5.29918 9 17
15 45 5.34477 5 16
99 24 0.00510528 5 2
13 34 8.88328 7 31
93 29 3.72382 18 8
60 24 4.0594 16 0
84 42 5.12561 1 8
48 44 6.64115 27 21
94 37 8.64755 36 26
88 60 13.5383 30 25
27 47 4.47476 13 27
33 59 2.96343 10 20
6 16 3.15869 9 14
6 24 3.11439 14 13
12 54 4.7885 18 9
96 52 -0 2 16
2 40 3.9015 6 15
2 33 7.94812 7 28
13 28 3.74113 18 8
96 9 1.59929 28 5
6 10 1.48015 3 9
96 18 2.55298 13 8
52 46 4.23105 19 10
82 58 3.50821 10 7
6 52 11.5508 9 19
71 62 8.10107 20 9
52 61 7.45182 25 3
0 73 7.74302 25 5
13 42 9.25885 36 16
31 44 4.35903 6 17
89 38 4.7654 5 23
6 51 5.16931 15 11
94 31 3.94332 25 16
95 33 3.9015 9 19
72 36 3.3458 8 26
74 42 3.4847 18 12
27 41 1.93965 13 7
68 49 1.31684 14 3
94 55 1.16799 3 7
3 58 3.64716 23 23
6 43 0.349258 6 1
13 55 4.27614 26 1
60 33 4.03662 16 18
6 18 2.43073 11 9
6 18 1.44145 7 5
59 17 5.4638 41 9
91 34 10.4738 35 35
96 19 3.28752 26 9
94 33 2.20153 9 3
6 9 4.27022 15 18
32 54 2.76553 3 14
98 21 -0 1 9
59 14 2.55548 2 19
59 14 3.63865 22 11
6 5 5.09297 27 16
96 12 2.52793 20 6
6 6 1.44582 11 5
99 17 4.40057 12 27
96 16 1.44582 10 5
96 9 4.36104 9 36
96 19 5.49224 17 22

Temps: 0.21 seconds
Valeur OPT: 13.7266
