262 500 500 0
-1 0 1678.56 0 83
229 183 -0 6 38
0 35 13268.3 72 93
123 75 9925.24 93 84
81 137 -0 28 50
191 98 8253.01 5 94
243 113 -0 43 92
140 124 -0 1 14
190 61 -0 36 51
0 56 -0 53 17
203 100 12980.3 63 60
241 60 -0 25 79
30 111 -0 50 22
157 87 23467.5 57 78
112 169 -0 1 13
82 87 114.163 66 24
190 101 12297 37 29
258 133 20628.7 51 71
30 89 1576.84 47 32
96 73 91.7743 88 33
109 158 27221.1 75 5
72 118 -0 48 17
120 141 13814.7 40 93
236 145 -0 8 19
258 128 2732.04 69 79
246 109 6287.75 93 98
9 62 23332.5 29 99
173 69 -0 5 96
246 133 5482.03 53 48
132 149 -0 8 69
198 80 4950.6 24 83
205 164 6010.93 53 3
122 127 -0 13 0
73 122 17591.9 47 55
95 171 -0 57 37
215 176 -0 9 0
0 52 -0 74 70
190 134 18537.4 83 3
223 77 27893.1 96 14
249 78 13128.3 42 4
24 144 14564.9 80 18
157 148 -0 22 22
80 110 17448 56 53
157 56 -0 43 6
163 120 -0 12 8
200 164 13792.7 73 98
152 150 12251.7 32 62
56 125 -0 8 24
120 159 -0 79 24
255 114 -0 79 11
152 198 12839.7 4 98
190 152 -0 14 50
82 106 -0 17 3
228 99 4258.86 19 45
163 73 -0 44 13
237 119 -0 5 2
11 89 -0 37 0
203 70 36617.7 100 98
0 55 12960.6 62 53
162 113 13297.4 90 18
41 166 -0 57 5
90 112 21601.7 44 88
249 50 11009.3 37 73
200 136 12179.7 80 53
0 54 20561.7 60 42
2 78 9801.78 95 11
254 110 -0 56 24
226 137 18264.8 56 63
234 151 -0 9 74
177 42 4987.9 39 31
0 116 -0 15 89
234 184 -0 4 50
19 84 -0 58 18
198 57 11972.6 73 86
215 110 -0 5 2
15 99 -0 12 15
108 151 6545.72 3 65
63 179 12175.7 8 87
258 131 2887.13 31 40
96 105 34709.1 48 100
235 100 -0 3 64
185 132 16470.3 52 28
157 39 12973.3 99 58
36 72 -0 29 4
135 71 -0 12 0
222 139 14226.9 50 29
152 202 9362.98 98 75
81 172 11176.3 4 50
215 199 9444.11 56 57
58 89 15221.4 24 55
198 110 -0 33 1
187 181 10005.9 45 100
75 157 59353.6 98 56
161 160 -0 4 44
192 207 7021.34 36 39
182 161 -0 72 25
0 39 -0 26 15
132 137 -0 71 0
111 183 49954.3 84 75
70 123 -0 21 3
115 146 22362 99 49
0 54 4307.88 33 96
163 85 16510.1 84 99
80 111 -0 74 42
215 110 -0 93 8
162 146 13817.7 25 33
36 102 -0 39 47
120 173 65 42 93
70 125 11197.7 77 65
39 157 -0 68 15
41 171 -0 50 33
165 148 -0 42 1
96 57 7416.88 71 49
80 108 9363.95 85 39
251 61 7008.63 78 43
96 129 14368.4 64 36
249 99 -0 5 4
257 183 24691.1 93 90
123 66 -0 18 19
259 178 3506.43 38 77
177 131 92 29 53
148 92 22406.9 81 12
163 64 -0 4 1
177 64 -0 23 56
137 98 -0 11 19
0 39 -0 86 3
157 98 -0 2 42
24 151 10842.7 31 79
246 154 60723.7 54 90
90 128 19589.8 87 72
173 119 -0 17 21
163 76 7620.38 81 18
75 134 15379.8 72 97
5 100 -0 10 79
51 179 2862.73 50 31
157 65 17953.1 25 71
237 109 9433.3 71 57
173 74 5945.07 85 4
72 123 -0 51 19
198 168 10897.8 29 26
8 113 20984.7 55 64
96 121 15199.9 45 14
72 154 18242.2 100 4
23 161 -0 38 23
192 177 -0 11 18
73 135 16488.3 82 98
62 67 13429.9 50 40
245 158 7446.69 39 29
170 60 -0 6 62
86 212 23254.2 87 99
36 64 18733.7 83 84
86 212 -0 22 0
0 125 17 24 37
2 63 6722.03 69 44
108 161 25883.9 97 82
70 138 31159.1 65 98
246 145 -0 97 81
0 32 22336.3 79 79
233 163 33681.6 79 94
245 181 -0 46 52
140 136 18828.4 52 84
179 144 20940.5 39 85
75 105 33704.8 94 0
0 30 18504.8 97 50
190 138 -0 18 47
157 114 -0 3 5
198 70 14322.2 23 52
89 96 -0 19 76
122 115 -0 40 56
62 118 -0 49 12
2 48 17538 96 42
181 111 5225.64 58 45
215 122 5662.11 15 72
0 51 6801.03 21 9
120 158 -0 56 54
43 120 20606.7 67 99
62 91 -0 10 28
0 39 4961.9 36 66
210 163 -0 84 35
200 134 15499.8 59 58
152 135 13759.7 85 36
75 109 -0 60 57
28 150 21458.5 33 55
58 61 -0 62 87
152 173 33949.9 70 68
19 75 33317 79 43
72 140 21444.6 98 84
161 157 -0 99 25
19 144 10696.7 18 77
230 89 -0 55 17
0 49 14157.8 75 8
73 89 12394.5 94 50
156 170 -0 89 74
0 52 28149.4 13 83
80 107 27234.8 19 58
0 53 16430.4 19 96
236 159 -0 90 0
225 103 -0 35 5
96 56 -0 76 59
135 129 6936.52 3 81
0 123 7 11 93
224 138 13228 98 73
99 164 -0 92 6
82 69 -0 1 5
198 64 5596.44 2 85
191 150 5912.07 63 8
36 80 13001.6 57 36
166 76 12882.4 50 10
246 128 19278.1 19 80
234 144 -0 24 38
41 149 -0 14 97
90 114 15215.7 18 72
200 186 540.292 77 9
112 73 1948.43 28 54
235 71 -0 72 25
190 80 25276.4 49 28
200 141 -0 58 37
36 73 23253.5 84 39
184 176 -0 58 2
102 96 5996.38 41 77
36 63 19725.6 98 39
73 138 4082.13 77 0
165 134 6790.75 57 21
43 59 -0 39 41
163 39 -0 99 60
157 50 17419 83 39
249 105 -0 54 0
29 160 13811.7 86 19
36 92 -0 2 0
261 169 -0 14 36
2 56 -0 42 57
70 161 3143.65 14 63
99 145 -0 55 12
122 90 -0 2 67
72 124 -0 18 57
163 52 -0 17 86
120 140 -0 22 14
177 46 -0 28 10
57 92 -0 3 2
152 162 25059.4 96 50
22 189 -0 53 85
157 57 -0 15 78
237 89 20643.7 36 56
