76 220 220 0
-1 0 -0 0 16
63 40 1239.91 18 20
68 16 564.051 26 21
44 38 -0 11 6
67 16 469.276 30 22
68 41 1304.05 21 19
68 15 259.869 19 25
26 28 562.137 15 11
67 24 -0 16 10
39 42 663.721 29 29
0 32 1370.72 26 30
26 35 2956.61 37 16
26 25 1310.67 16 31
27 32 1321.92 12 28
52 48 1876.52 31 37
29 38 -0 8 6
75 34 1876.19 19 27
0 30 828.084 20 24
44 51 719.272 13 18
52 41 -0 15 1
29 50 -0 22 22
4 39 331.821 28 14
6 40 439.969 12 11
75 43 -0 6 17
32 45 -0 27 15
0 52 697.312 14 14
0 8 1371.54 18 37
67 24 522.073 17 20
2 34 1087.52 29 8
45 27 432.586 13 19
68 25 248.709 22 15
58 52 1737.11 25 21
0 25 1699.87 28 13
68 38 -0 27 5
0 16 565.998 19 28
67 25 -0 10 22
30 45 2333.15 12 12
45 49 -0 14 24
67 34 1143.38 24 15
12 36 642.136 16 16
67 28 356.857 33 19
43 57 1069.36 15 20
1 53 -0 11 12
1 51 -0 18 10
32 33 -0 17 21
67 21 -0 21 27
34 19 824.969 27 15
5 49 513.5 19 22
29 38 408.575 20 26
6 46 3182.47 5 29
67 48 755.747 22 12
0 19 503.146 12 28
0 21 -0 19 0
35 33 -0 22 27
67 39 2251.06 16 8
10 64 366.782 7 14
23 50 261.869 26 12
68 45 1716.19 14 33
26 25 30.1555 21 26
52 54 183.572 24 13
0 61 1304.57 13 19
2 47 1402.47 15 17
2 45 1851.24 18 30
0 31 -0 11 3
68 49 828.084 28 10
58 45 197.772 9 19
11 43 64.6367 37 7
0 7 2434.63 30 11
0 8 -0 10 26
36 55 -0 8 18
20 57 934.74 11 13
34 59 -0 3 18
58 37 -0 1 16
0 43 -0 6 11
2 27 964.277 10 18
0 5 613.469 20 9

Temps: 0.00 seconds
Valeur OPT: 17445.7
