30 4500 4500 0
-1 0 33.6667 0 125
6 101 6.66667 300 500
0 106 55 3100 100
19 101 -0 125 300
6 86 -0 100 400
1 117 -0 200 300
19 73 -0 150 300
-1 105 105 150 125
0 69 -0 450 150
8 76 -0 300 150
18 56 -0 100 200
12 65 -0 950 100
10 63 -0 125 550
-1 82 82 150 3100
8 77 30.3333 150 1500
11 76 -0 550 150
10 78 -0 150 150
9 85 -0 100 450
0 31 -0 150 950
0 31 -0 400 100
19 44 6.33333 300 800
23 67 10 1500 300
20 60 4 100 100
0 32 -0 300 150
6 98 49.6667 500 150
29 92 -0 800 150
4 122 0.333333 300 300
29 111 -0 100 100
29 142 -0 150 1000
19 82 -0 1000 0

Temps: 0.00 seconds
Valeur OPT: 39.6667
