76 140 140 0
-1 0 -0 0 8
33 32 376.122 18 12
68 29 1641.26 26 28
44 40 2300.79 11 37
75 19 2689.98 30 15
45 29 2296.5 21 15
51 18 -0 19 6
67 23 -0 15 17
34 20 1572.63 16 16
32 36 1405.3 29 28
58 39 2146.48 26 13
38 47 613.515 37 12
0 22 -0 16 12
45 30 463.209 12 18
8 37 1277.7 31 20
34 35 2150.13 8 20
51 26 53.0267 19 10
26 16 1592.13 20 26
12 52 1595.38 13 27
8 34 1370.09 15 19
5 47 1752 22 26
0 28 1673.26 28 24
1 44 -0 12 0
16 39 452.772 6 19
49 45 3499.53 27 27
32 43 1442.9 14 19
0 6 665.637 18 22
52 21 897.691 17 22
45 38 1160.33 29 21
45 19 219.076 13 19
45 25 -0 22 5
12 54 235.076 25 17
0 25 -0 28 16
0 21 3495.53 27 13
0 11 -0 19 13
34 32 1641.16 10 28
75 44 253.991 12 14
5 38 -0 14 18
58 34 1917.09 24 16
58 35 -0 16 3
17 24 4206.42 33 37
73 48 -0 15 9
75 49 1227.04 11 29
1 49 1457.93 18 18
67 32 -0 17 15
0 15 1011.71 21 19
34 14 2144.52 27 33
21 47 -0 19 10
29 36 2718.57 20 10
0 33 1404.28 5 29
32 44 1181.19 22 25
0 11 1166.19 12 30
0 16 -0 19 14
7 36 982 22 8
34 28 2054.86 16 11
17 52 1357.7 7 21
23 47 3174.39 26 31
34 40 1676.8 14 11
26 23 1558.9 21 16
14 54 356.587 24 27
71 62 1204.31 13 18
29 55 -0 15 1
67 37 1006.15 18 11
33 33 -0 11 7
6 52 1007.15 28 6
26 39 346.832 9 12
53 53 3556.26 37 22
0 6 1344.13 30 21
0 19 381.587 10 14
71 59 -0 8 11
37 60 1957.96 11 24
5 46 869.337 3 30
58 36 -0 1 26
33 30 -0 6 15
68 38 2167.23 10 20
0 8 996.934 20 22

Temps: 0.00 seconds
Valeur OPT: 14600.2
